Tabla;Indice;Tipo;EsPK;EsUnique;EstaDeshabilitado;IgnoraDuplicados;OrdenColumna;Columna;EsDescendente;EsIncluida;OrdenParticion;ColStoreOrder
EstFi_CAM_PATNETO_Tipo;PK_EstFi_CAM_PATNETO_Tipo;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_CAM_PATNETO_Tipo;PK_EstFi_CAM_PATNETO_Tipo;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_CAM_PATNETO_Tipo;PK_EstFi_CAM_PATNETO_Tipo;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;5;CuentaNivel2;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;6;CuentaNivel3;0;0;0;0
EstFi_CtaPorPagar_Corp;PK_EstFi_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;7;CuentaContable;0;0;0;0
EstFi_CtaPorPagar_Nivel1_Corp;PK_EstFi_CtaPorPagar_Nivel1_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_CtaPorPagar_Nivel1_Corp;PK_EstFi_CtaPorPagar_Nivel1_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_CtaPorPagar_Nivel1_Corp;PK_EstFi_CtaPorPagar_Nivel1_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_CtaPorPagar_Nivel1_Corp;PK_EstFi_CtaPorPagar_Nivel1_Corp;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_CtaPorPagar_Nivel2_Corp;PK_EstFi_CtaPorPagar_Nivel2_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_CtaPorPagar_Nivel2_Corp;PK_EstFi_CtaPorPagar_Nivel2_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_CtaPorPagar_Nivel2_Corp;PK_EstFi_CtaPorPagar_Nivel2_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_CtaPorPagar_Nivel2_Corp;PK_EstFi_CtaPorPagar_Nivel2_Corp;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_CtaPorPagar_Nivel2_Corp;PK_EstFi_CtaPorPagar_Nivel2_Corp;CLUSTERED;1;1;0;0;5;CuentaNivel2;0;0;0;0
EstFi_CtaPorPagar_Nivel3_Corp;PK_EstFi_CtaPorPagar_Nivel3_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_CtaPorPagar_Nivel3_Corp;PK_EstFi_CtaPorPagar_Nivel3_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_CtaPorPagar_Nivel3_Corp;PK_EstFi_CtaPorPagar_Nivel3_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_CtaPorPagar_Nivel3_Corp;PK_EstFi_CtaPorPagar_Nivel3_Corp;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_CtaPorPagar_Nivel3_Corp;PK_EstFi_CtaPorPagar_Nivel3_Corp;CLUSTERED;1;1;0;0;5;CuentaNivel2;0;0;0;0
EstFi_CtaPorPagar_Nivel3_Corp;PK_EstFi_CtaPorPagar_Nivel3_Corp;CLUSTERED;1;1;0;0;6;CuentaNivel3;0;0;0;0
EstFi_ER_EstadoResultado;PK_EstFi_ER_EstadoResultado;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_EstadoResultado;PK_EstFi_ER_EstadoResultado;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_EstadoResultado;PK_EstFi_ER_EstadoResultado;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_ER_EstadoResultado;PK_EstFi_ER_EstadoResultado;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_ER_EstadoResultado;PK_EstFi_ER_EstadoResultado;CLUSTERED;1;1;0;0;5;CuentaContable;0;0;0;0
EstFi_ER_EstadoResultado_Corp;PK_EstFi_ER_EstadoResultado_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_EstadoResultado_Corp;PK_EstFi_ER_EstadoResultado_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_EstadoResultado_Corp;PK_EstFi_ER_EstadoResultado_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_ER_EstadoResultado_Corp;PK_EstFi_ER_EstadoResultado_Corp;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_ER_EstadoResultado_Corp;PK_EstFi_ER_EstadoResultado_Corp;CLUSTERED;1;1;0;0;5;CuentaContable;0;0;0;0
EstFi_ER_Nivel1;PK_EstFi_ER_Nivel1;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_Nivel1;PK_EstFi_ER_Nivel1;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_Nivel1;PK_EstFi_ER_Nivel1;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_ER_Nivel1;PK_EstFi_ER_Nivel1;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_ER_Nivel1_Corp;PK_EstFi_ER_Nivel1_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_Nivel1_Corp;PK_EstFi_ER_Nivel1_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_Nivel1_Corp;PK_EstFi_ER_Nivel1_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_ER_Nivel1_Corp;PK_EstFi_ER_Nivel1_Corp;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_ER_Nivel2;PK_EstFi_ER_Nivel2;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_Nivel2;PK_EstFi_ER_Nivel2;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_Nivel2;PK_EstFi_ER_Nivel2;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_ER_Nivel2;PK_EstFi_ER_Nivel2;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_ER_Nivel2;PK_EstFi_ER_Nivel2;CLUSTERED;1;1;0;0;5;CuentaNivel2;0;0;0;0
EstFi_ER_Tipo;PK_EstFi_ER_Tipo;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_Tipo;PK_EstFi_ER_Tipo;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_Tipo;PK_EstFi_ER_Tipo;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_ER_Tipo_Corp;PK_EstFi_ER_Tipo_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_ER_Tipo_Corp;PK_EstFi_ER_Tipo_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_ER_Tipo_Corp;PK_EstFi_ER_Tipo_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EstFlujoEfec_Informe;PK_EstFi_EstFlujoEfec_Informe;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EstFlujoEfec_Informe;PK_EstFi_EstFlujoEfec_Informe;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EstFlujoEfec_Informe;PK_EstFi_EstFlujoEfec_Informe;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EstFlujoEfec_Informe;PK_EstFi_EstFlujoEfec_Informe;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_EstFlujoEfec_Informe;PK_EstFi_EstFlujoEfec_Informe;CLUSTERED;1;1;0;0;5;CuentaNivel2;0;0;0;0
EstFi_EstFlujoEfec_Informe;PK_EstFi_EstFlujoEfec_Informe;CLUSTERED;1;1;0;0;6;CuentaContable;0;0;0;0
EstFi_EstFlujoEfec_Nivel1;PK_EstFi_EstFlujoEfec_Nivel1;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EstFlujoEfec_Nivel1;PK_EstFi_EstFlujoEfec_Nivel1;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EstFlujoEfec_Nivel1;PK_EstFi_EstFlujoEfec_Nivel1;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EstFlujoEfec_Nivel1;PK_EstFi_EstFlujoEfec_Nivel1;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_EstFlujoEfec_Nivel2;PK_EstFi_EstFlujoEfec_Nivel2;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EstFlujoEfec_Nivel2;PK_EstFi_EstFlujoEfec_Nivel2;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EstFlujoEfec_Nivel2;PK_EstFi_EstFlujoEfec_Nivel2;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EstFlujoEfec_Nivel2;PK_EstFi_EstFlujoEfec_Nivel2;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_EstFlujoEfec_Nivel2;PK_EstFi_EstFlujoEfec_Nivel2;CLUSTERED;1;1;0;0;5;CuentaNivel2;0;0;0;0
EstFi_EstFlujoEfec_Tipo;PK_EstFi_EstFlujoEfec_Tipo;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EstFlujoEfec_Tipo;PK_EstFi_EstFlujoEfec_Tipo;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EstFlujoEfec_Tipo;PK_EstFi_EstFlujoEfec_Tipo;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EVfondos_Informe;PK_EstFi_EVfondos_Informe;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EVfondos_Informe;PK_EstFi_EVfondos_Informe;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EVfondos_Informe;PK_EstFi_EVfondos_Informe;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EVfondos_Informe;PK_EstFi_EVfondos_Informe;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_EVfondos_Informe;PK_EstFi_EVfondos_Informe;CLUSTERED;1;1;0;0;5;CuentaContable;0;0;0;0
EstFi_EVfondos_Nivel1;PK_EstFi_EVfondos_Nivel1;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EVfondos_Nivel1;PK_EstFi_EVfondos_Nivel1;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EVfondos_Nivel1;PK_EstFi_EVfondos_Nivel1;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_EVfondos_Nivel1;PK_EstFi_EVfondos_Nivel1;CLUSTERED;1;1;0;0;4;CuentaNivel1;0;0;0;0
EstFi_EVfondos_Tipo;PK_EstFi_EVfondos_Tipo;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_EVfondos_Tipo;PK_EstFi_EVfondos_Tipo;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_EVfondos_Tipo;PK_EstFi_EVfondos_Tipo;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_SIT_Nivel1;PK_EstFi_SIT_Nivel1;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_SIT_Nivel1;PK_EstFi_SIT_Nivel1;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_SIT_Nivel1;PK_EstFi_SIT_Nivel1;CLUSTERED;1;1;0;0;3;CuentaNivel1;0;0;0;0
EstFi_SIT_PRESUPUESTARIA;PK_EstFi_SIT_PRESUPUESTARIA;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_SIT_PRESUPUESTARIA;PK_EstFi_SIT_PRESUPUESTARIA;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_SIT_PRESUPUESTARIA;PK_EstFi_SIT_PRESUPUESTARIA;CLUSTERED;1;1;0;0;3;CuentaNivel1;0;0;0;0
EstFi_SIT_PRESUPUESTARIA;PK_EstFi_SIT_PRESUPUESTARIA;CLUSTERED;1;1;0;0;4;CuentaContable;0;0;0;0
EstFi_Tipo_CtaPorPagar_Corp;PK_EstFi_Tipo_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_Tipo_CtaPorPagar_Corp;PK_EstFi_Tipo_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_Tipo_CtaPorPagar_Corp;PK_EstFi_Tipo_CtaPorPagar_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_TipoCtaBalanceGral;PK_TipoCtaBalanceGral;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_TipoCtaBalanceGral;PK_TipoCtaBalanceGral;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_TipoCtaBalanceGral;PK_TipoCtaBalanceGral;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
EstFi_TipoCtaBalanceGral_Corp;PK_TipoCtaBalanceGral_Corp;CLUSTERED;1;1;0;0;1;AnoProceso;0;0;0;0
EstFi_TipoCtaBalanceGral_Corp;PK_TipoCtaBalanceGral_Corp;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
EstFi_TipoCtaBalanceGral_Corp;PK_TipoCtaBalanceGral_Corp;CLUSTERED;1;1;0;0;3;TipoCuenta;0;0;0;0
Facturas_Rechazadas;PK__Facturas__C8495CEAD70A912E;CLUSTERED;1;1;0;0;1;Tipo_Documento;0;0;0;0
Facturas_Rechazadas;PK__Facturas__C8495CEAD70A912E;CLUSTERED;1;1;0;0;2;Numero_Documento;0;0;0;0
Facturas_Rechazadas;PK__Facturas__C8495CEAD70A912E;CLUSTERED;1;1;0;0;3;Rut;0;0;0;0
Facturas_Rechazadas;PK__Facturas__C8495CEAD70A912E;CLUSTERED;1;1;0;0;4;Codigo_Area;0;0;0;0
Ficha_Subvencion;PK_Ficha_Subvencion;CLUSTERED;1;1;0;0;1;Ano_Proceso;0;0;0;0
Ficha_Subvencion;PK_Ficha_Subvencion;CLUSTERED;1;1;0;0;2;Codigo_Area;0;0;0;0
Ficha_Subvencion;PK_Ficha_Subvencion;CLUSTERED;1;1;0;0;3;CodigoCuenta;0;0;0;0
Graficos_Cuentas;Ano;NONCLUSTERED;0;0;0;0;1;Ano_Proceso;0;0;0;0
Graficos_Cuentas;Area;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
Graficos_Cuentas;Correlativo;NONCLUSTERED;0;0;0;0;1;Correlativo;0;0;0;0
Graficos_Cuentas;Grafico;NONCLUSTERED;0;0;0;0;1;Grafico;0;0;0;0
Graficos_Cuentas;PK_Graficos_Cuentas;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Graficos_Cuentas;PK_Graficos_Cuentas;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
Graficos_Cuentas;PK_Graficos_Cuentas;CLUSTERED;1;1;0;0;3;Grafico;0;0;0;0
Graficos_Cuentas;PK_Graficos_Cuentas;CLUSTERED;1;1;0;0;4;Correlativo;0;0;0;0
Graficos_Detalle;Ano;NONCLUSTERED;0;0;0;0;1;Ano_Proceso;0;0;0;0
Graficos_Detalle;Area;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
Graficos_Detalle;Grafico;NONCLUSTERED;0;0;0;0;1;Grafico;0;0;0;0
Graficos_Detalle;PK_Graficos_Detalle;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Graficos_Detalle;PK_Graficos_Detalle;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
Graficos_Detalle;PK_Graficos_Detalle;CLUSTERED;1;1;0;0;3;Grafico;0;0;0;0
Graficos_Detalle;PK_Graficos_Detalle;CLUSTERED;1;1;0;0;4;Correlativo;0;0;0;0
Graficos_Tipos;Ano;NONCLUSTERED;0;0;0;0;1;Ano_Proceso;0;0;0;0
Graficos_Tipos;Area;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
Graficos_Tipos;Grafico;NONCLUSTERED;0;0;0;0;1;Grafico;0;0;0;0
Graficos_Tipos;PK_Graficos_Tipos;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Graficos_Tipos;PK_Graficos_Tipos;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
Graficos_Tipos;PK_Graficos_Tipos;CLUSTERED;1;1;0;0;3;Grafico;0;0;0;0
Honorario_Certificado;Honorario_Certificado_Rut;NONCLUSTERED;0;0;0;0;1;Rut;0;0;0;0
Honorario_Certificado;PK_Honorario_Certificado;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Honorario_Certificado;PK_Honorario_Certificado;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
Honorario_Certificado;PK_Honorario_Certificado;CLUSTERED;1;1;0;0;3;Rut;0;0;0;0
Honorario_Certificado;Rut;NONCLUSTERED;0;0;0;0;1;Rut;0;0;0;0
Honorarios;PK_Honorarios;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Honorarios;PK_Honorarios;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
Honorarios;PK_Honorarios;CLUSTERED;1;1;0;0;3;TipoComprobante;0;0;0;0
Honorarios;PK_Honorarios;CLUSTERED;1;1;0;0;4;Comprobante;0;0;0;0
Honorarios;PK_Honorarios;CLUSTERED;1;1;0;0;5;Fila_Numero;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;3;CodigoCuenta;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;4;Codigo_AreaGestion;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;5;Codigo_Programa;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;6;Codigo_SubPrograma;0;0;0;0
HonorariosCtaAreaGestion;PK_HonorariosCtaAreaGestion;CLUSTERED;1;1;0;0;7;Id_ProyectoHonorario;0;0;0;0
Imputacion_Presupuestaria;PK_Imputacion_Presupuestaria;CLUSTERED;1;1;0;0;1;CodigoCuenta;0;0;0;0
Imputacion_Presupuestaria;PK_Imputacion_Presupuestaria;CLUSTERED;1;1;0;0;2;CodigoArea;0;0;0;0
Imputacion_Presupuestaria;PK_Imputacion_Presupuestaria;CLUSTERED;1;1;0;0;3;AnoProceso;0;0;0;0
ModificacionPresupuestaria_Activa;PK_ModificacionPresupuestaria_Activa;CLUSTERED;1;1;0;0;1;Numero_Comprobante;0;0;0;0
ModificacionPresupuestaria_Activa;PK_ModificacionPresupuestaria_Activa;CLUSTERED;1;1;0;0;2;Codigo_Area;0;0;0;0
ModificacionPresupuestaria_Activa;PK_ModificacionPresupuestaria_Activa;CLUSTERED;1;1;0;0;3;Ano_Proceso;0;0;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;0;Ano_proceso;0;1;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;0;Comprobante;0;1;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;0;Codigocuenta;0;1;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;2;Tipocomprobante;0;0;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;3;Codigo_AreaGestion;0;0;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;4;Codigo_Programa;0;0;0;0
Montos_AreadeGestion;IX_Montos_AreadeGestion;NONCLUSTERED;0;0;0;0;5;Codigo_SubPrograma;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;2;Ano_proceso;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;3;Tipocomprobante;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;4;Comprobante;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;5;Codigo_AreaGestion;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;6;Codigo_Programa;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;7;Codigo_SubPrograma;0;0;0;0
Montos_AreadeGestion_Ingresos;PK_Montos_AreadeGestion_Ingresos;CLUSTERED;1;1;0;0;8;Fila_Numero;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;2;Ano_proceso;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;3;Tipocomprobante;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;4;Comprobante;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;5;Codigo_AreaGestion;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;6;Codigo_Programa;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;7;Codigo_SubPrograma;0;0;0;0
Montos_AreadeGestionTraspaso;PK_Montos_AreadeGestionTraspaso;CLUSTERED;1;1;0;0;8;Fila_Numero;0;0;0;0
Montos_Centro_Costos;Montos_Centro_costos_indices;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
Montos_Centro_Costos;Montos_Centro_costos_indices;NONCLUSTERED;0;0;0;0;2;Ano_proceso;0;0;0;0
Montos_Centro_Costos;Montos_Centro_costos_indices;NONCLUSTERED;0;0;0;0;3;TipoComprobante;0;0;0;0
Montos_Centro_Costos;Montos_Centro_costos_indices;NONCLUSTERED;0;0;0;0;4;Comprobante;0;0;0;0
NumeracionComprobantes;PK_NumeracionComprobantes;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
NumeracionComprobantes;PK_NumeracionComprobantes;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
NumeracionComprobantes;PK_NumeracionComprobantes;CLUSTERED;1;1;0;0;3;TipoComprobante;0;0;0;0
OMIL;PK_OMIL;CLUSTERED;1;1;0;0;1;Numero_Ingreso;0;0;0;0
Otra_Glosa_Decreto;Ano;NONCLUSTERED;0;0;0;0;1;Ano_Proceso;0;0;0;0
Otra_Glosa_Decreto;Area;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
Otra_Glosa_Decreto;Decreto;NONCLUSTERED;0;0;0;0;1;NumeroDecreto;0;0;0;0
Otra_Glosa_Decreto;idx_NumeroDecreto;NONCLUSTERED;0;0;0;0;1;NumeroDecreto;0;0;0;0
Otra_Glosa_Decreto;PK_Otra_Glosa_Decreto;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
Otra_Glosa_Decreto;PK_Otra_Glosa_Decreto;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
Otra_Glosa_Decreto;PK_Otra_Glosa_Decreto;CLUSTERED;1;1;0;0;3;NumeroDecreto;0;0;0;0
PagadosEnDecreto;Ano;NONCLUSTERED;0;0;0;0;1;Ano_Proceso;0;0;0;0
PagadosEnDecreto;Area;NONCLUSTERED;0;0;0;0;1;Codigo_Area;0;0;0;0
PagadosEnDecreto;Cuenta;NONCLUSTERED;0;0;0;0;1;CodigoCuenta;0;0;0;0
PagadosEnDecreto;Decreto;NONCLUSTERED;0;0;0;0;1;NumeroDecreto;0;0;0;0
PagadosEnDecreto;Fila;NONCLUSTERED;0;0;0;0;1;Fila_Numero;0;0;0;0
PagadosEnDecreto;PK_PagadosEnDecreto;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
PagadosEnDecreto;PK_PagadosEnDecreto;CLUSTERED;1;1;0;0;2;Ano_Proceso;0;0;0;0
PagadosEnDecreto;PK_PagadosEnDecreto;CLUSTERED;1;1;0;0;3;NumeroDecreto;0;0;0;0
PagadosEnDecreto;PK_PagadosEnDecreto;CLUSTERED;1;1;0;0;4;Fila_Numero;0;0;0;0
Parametros;PK_Parametros;CLUSTERED;1;1;0;0;1;Ano_Proceso;0;0;0;0
Parametros;PK_Parametros;CLUSTERED;1;1;0;0;2;Codigo_Area;0;0;0;0
ParametrosComprobante;PK_ParametrosComprobante;CLUSTERED;1;1;0;0;1;Codigo_Area;0;0;0;0
ParametrosComprobante;PK_ParametrosComprobante;CLUSTERED;1;1;0;0;2;TipoComprobante;0;0;0;0
ParametrosComprobantesFirmas;PK_ParametrosComprobantesFirmas;CLUSTERED;1;1;0;0;1;TipoComprobante;0;0;0;0
ParametrosComprobantesFirmas;PK_ParametrosComprobantesFirmas;CLUSTERED;1;1;0;0;2;IdFirma;0;0;0;0
ParametrosComprobantesFirmas;PK_ParametrosComprobantesFirmas;CLUSTERED;1;1;0;0;3;Codigo_Area;0;0;0;0
