Tabla;Indice;TypeDesc;EsPK;EsUnique;user_seeks;user_scans;user_lookups;user_updates;last_user_seek;last_user_scan;TamanoTotal_MB;UsedPages_MB;DataPages_MB
FichaMunicipal;Id_Incremento;NONCLUSTERED;False;False;;;;;;;0.15625;0.054687;0.039062
FichaMunicipal;Id_Planta;NONCLUSTERED;False;False;;;;;;;0.03125;0.03125;0.015625
FichaMunicipal;Id_Planta1;NONCLUSTERED;False;False;;;;;;;0.03125;0.03125;0.015625
FichaMunicipal;Id_Seccion;NONCLUSTERED;False;False;;;;;;;0.09375;0.046875;0.03125
FichaMunicipal;Id_SueldoMedico;NONCLUSTERED;False;False;;;;;;;0.039062;0.039062;0.023437
FichaMunicipal;TipoRemuneracion;NONCLUSTERED;False;False;;;;;;;0.03125;0.03125;0.015625
FichaPersonal;;HEAP;False;False;;;;;;;0.320312;0.195312;0.1875
FichaPersonal;aaaaaFichaPersonal_PK;NONCLUSTERED;True;True;;;;;;;0.078125;0.03125;0.015625
Formato_CargaDescuento;;HEAP;False;False;;;;;;;0.0;0.0;0.0
FormatoCargaLicencia;;HEAP;False;False;;;;;;;0.0;0.0;0.0
FormatoCargaLicencia;FechaInicio;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
FormatoCargaLicencia;FechaTermino;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
FormatoCargaLicencia;NombreArchivo;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
Fuero_Maternal;;HEAP;False;False;;;;;;;0.0;0.0;0.0
Fuero_Maternal;aaaaaFuero_Maternal_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
Funcionario;;HEAP;False;False;;;;;;;0.0;0.0;0.0
Funcionario;aaaaaFuncionario_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
Funcionario;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
Funcionario;Id_Servicio;NONCLUSTERED;False;True;;;;;;;0.0;0.0;0.0
FuncionarioMutual;;HEAP;False;False;;;;;;;0.0;0.0;0.0
FuncionarioMutual;aaFuncionarioMutual_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
FuncionarioMutual;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
FuncionarioSuplementaria;;HEAP;False;False;;;;;;;1.148437;0.835937;0.617187
FuncionarioSuplementaria;aaaFuncionarioSuplementaria_PK;NONCLUSTERED;True;True;;;;;;;0.203125;0.117187;0.164062
FuncionarioSuplementaria;Ano;NONCLUSTERED;False;False;;;;;;;0.226562;0.109375;0.125
FuncionarioSuplementaria;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.164062;0.078125;0.09375
FuncionarioSuplementaria;Id_ProcesoPs;NONCLUSTERED;False;False;;;;;;;0.15625;0.09375;0.117187
FuncionarioSuplementaria;Mes;NONCLUSTERED;False;False;;;;;;;0.210937;0.140625;0.171875
FuncionarioSuplementaria_Old;;HEAP;False;False;;;;;;;0.03125;0.03125;0.023437
FuncionarioSuplementaria_Old;Año;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
FuncionarioSuplementaria_Old;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
FuncionarioSuplementaria_Old;Mes;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
FuncionarioSuplementaria_Old;OldFuncionarioSuplementaria_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
GrupoFamiliar;;HEAP;False;False;;;;;;;0.046875;0.046875;0.039062
GrupoFamiliar;aaaaaGrupoFamiliar_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
GrupoFamiliar;Id_Carga_Carga;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
GrupoFamiliar;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Haberes;;HEAP;False;False;;;;;;;0.03125;0.03125;0.023437
Haberes;aaaaaHaberes_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Haberes;HaberModo;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Haberes;Id_Haber;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Haberes_Atrasos;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
Haberes_Atrasos;aaHaberes_Atrasos_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Haberes_Atrasos;Id_Haber;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Haberes_RentaPromedio;;HEAP;False;False;;;;;;;0.023437;0.023437;0.015625
Haberes_RentaPromedio;aaHaberes_RentaPromedio_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Haberes_RentaPromedio;Id_Haber;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HaberesINE;;HEAP;False;False;;;;;;;0.023437;0.023437;0.015625
HaberesINE;aaHaberesINE_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HaberesINE;Id_Componente_INE;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HaberesINE;Id_Haber;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HaberesLey20922;;HEAP;False;False;;;;;;;0.070312;0.023437;0.015625
HaberesLey20922;aaHaberesLey20922_PK;NONCLUSTERED;True;True;;;;;;;0.070312;0.015625;0.007812
HaberesLey20922;Id_Componente_Ley20922;NONCLUSTERED;False;False;;;;;;;0.070312;0.015625;0.007812
HaberesLey20922;Id_Haber;NONCLUSTERED;False;False;;;;;;;0.070312;0.015625;0.007812
HistoricoAfp;;HEAP;False;False;;;;;;;0.695312;0.484375;0.414062
HistoricoAfp;aaHistoricoAfp_PK;NONCLUSTERED;True;True;;;;;;;0.179687;0.070312;0.070312
HistoricoAfp;Ano;NONCLUSTERED;False;False;;;;;;;0.179687;0.078125;0.078125
HistoricoAfp;Id_Afp;NONCLUSTERED;False;False;;;;;;;0.171875;0.0625;0.0625
HistoricoAfp;Mes;NONCLUSTERED;False;False;;;;;;;0.179687;0.078125;0.078125
HistoricoCargasRetroactivas;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoCargasRetroactivas;aaHistoricoCargasRetroactivas_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoCargasRetroactivas;Ano;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoCargasRetroactivas;Id_Carga_Retro;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoCargasRetroactivas;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoCargasRetroactivas;Mes;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoCargasRetroactivas;TipoCarga_Retro;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoCheques;;HEAP;False;False;;;;;;;0.8125;0.585937;0.492187
HistoricoCheques;aaaaaHistoricoCheques_PK;NONCLUSTERED;True;True;;;;;;;0.203125;0.109375;0.179687
HistoricoConstantes;;HEAP;False;False;;;;;;;0.0;0.0;0.0
HistoricoConstantes;aaHistoricoConstantes_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
HistoricoCuentaBanco;;HEAP;False;False;;;;;;;3.84375;2.710937;1.5625
HistoricoCuentaBanco;aaaaaHistoricoCuentaBanco_PK;NONCLUSTERED;True;True;;;;;;;1.140625;0.835937;1.085937
HistoricoCuentaBanco;Ano;NONCLUSTERED;False;False;;;;;;;0.890625;0.671875;0.84375
HistoricoCuentaBanco;Id_Banco;NONCLUSTERED;False;False;;;;;;;1.140625;0.859375;1.078125
HistoricoCuentaBanco;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.890625;0.664062;0.851562
HistoricoCuentaBanco;Mes;NONCLUSTERED;False;False;;;;;;;1.203125;0.929687;1.171875
HistoricoDctosNoEfectuados;;HEAP;False;False;;;;;;;0.0;0.0;0.0
HistoricoDctosNoEfectuados;aaaaaHistoricoDctosNoEfectu_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
HistoricoDctosNoEfectuados;Ano;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoDctosNoEfectuados;Id_Descuento;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoDctosNoEfectuados;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoDctosNoEfectuados;Mes;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaAfiliadoVoluntario;aaHistoFichaAfiliadoVoluntario_PK;CLUSTERED;True;True;;;;;;;0.0;0.0;0.0
HistoricoFichaAfiliadoVoluntario;Ano;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaAfiliadoVoluntario;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaAfiliadoVoluntario;Mes;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaAfiliadoVoluntario;Rut_Afiliado;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaFuncionario;;HEAP;False;False;;;;;;;30.484375;24.984375;20.28125
HistoricoFichaFuncionario;aaaaaHistoricoFichaFunciona_PK;NONCLUSTERED;True;True;;;;;;;2.703125;2.023437;2.554687
HistoricoFichaFuncionario;Ano;NONCLUSTERED;False;False;;;;;;;2.390625;1.820312;2.34375
HistoricoFichaFuncionario;Id_Afp;NONCLUSTERED;False;False;;;;;;;2.515625;1.929687;2.476562
HistoricoFichaFuncionario;Id_Area;NONCLUSTERED;False;False;;;;;;;2.328125;1.734375;2.273437
HistoricoFichaFuncionario;Id_Comuna;NONCLUSTERED;False;False;;;;;;;2.328125;1.765625;2.328125
HistoricoFichaFuncionario;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;1.578125;1.179687;1.53125
HistoricoFichaFuncionario;Id_Isapre;NONCLUSTERED;False;False;;;;;;;2.515625;1.875;2.4375
HistoricoFichaFuncionario;Mes;NONCLUSTERED;False;False;;;;;;;2.453125;1.835937;2.351562
HistoricoFichaFuncionario;Rut;NONCLUSTERED;False;False;;;;;;;3.703125;2.835937;3.5625
HistoricoFichaHonorarios;;HEAP;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaHonorarios;aaHistoricoFichaHonorarios_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
HistoricoFichaHonorarios;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
HistoricoFichaLeyesPrevisional;;HEAP;False;False;;;;;;;8.664062;6.609375;5.960937
HistoricoFichaLeyesPrevisional;aaHistoricoFichaLeyesPrev_PK;NONCLUSTERED;True;True;;;;;;;1.015625;0.734375;0.898437
HistoricoFichaLeyesPrevisional;Ano;NONCLUSTERED;False;False;;;;;;;1.015625;0.742187;0.890625
HistoricoFichaLeyesPrevisional;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.828125;0.601562;0.726562
HistoricoFichaLeyesPrevisional;Mes;NONCLUSTERED;False;False;;;;;;;0.953125;0.703125;0.859375
HistoricoFichaMunicipal;;HEAP;False;False;;;;;;;23.46875;16.484375;10.46875
HistoricoFichaMunicipal;aaaaaHistoricoFichaMunicipa_PK;NONCLUSTERED;True;True;;;;;;;2.328125;1.796875;2.210937
HistoricoFichaMunicipal;Ano;NONCLUSTERED;False;False;;;;;;;2.140625;1.640625;2.09375
HistoricoFichaMunicipal;Id_Dependencia;NONCLUSTERED;False;False;;;;;;;2.640625;1.984375;2.53125
HistoricoFichaMunicipal;Id_Direccion;NONCLUSTERED;False;False;;;;;;;2.578125;1.898437;2.476562
HistoricoFichaMunicipal;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;1.578125;1.203125;1.554687
HistoricoFichaMunicipal;Id_Incremento;NONCLUSTERED;False;False;;;;;;;2.515625;1.890625;2.460937
HistoricoFichaMunicipal;Id_Planta;NONCLUSTERED;False;False;;;;;;;2.578125;1.976562;2.515625
HistoricoFichaMunicipal;Id_Planta1;NONCLUSTERED;False;False;;;;;;;2.515625;1.875;2.4375
HistoricoFichaMunicipal;Id_Seccion;NONCLUSTERED;False;False;;;;;;;2.578125;1.929687;2.515625
HistoricoFichaMunicipal;Id_SueldoMedico;NONCLUSTERED;False;False;;;;;;;2.765625;2.054687;2.609375
HistoricoFichaMunicipal;Mes;NONCLUSTERED;False;False;;;;;;;2.140625;1.585937;2.070312
HistoricoFichaMunicipal;TipoRemuneracion;NONCLUSTERED;False;False;;;;;;;2.453125;1.8125;2.390625
HistoricoFichaPersonal;;HEAP;False;False;;;;;;;18.648437;16.570312;15.476562
HistoricoFichaPersonal;aaHistoricoFichaPersonal_PK;NONCLUSTERED;True;True;;;;;;;1.703125;1.3125;1.617187
HistoricoFichaPersonal;Ano;NONCLUSTERED;False;False;;;;;;;1.578125;1.1875;1.46875
HistoricoFichaPersonal;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;1.078125;0.828125;1.03125
HistoricoFichaPersonal;Mes;NONCLUSTERED;False;False;;;;;;;1.640625;1.203125;1.515625
HistoricoHaberes;;HEAP;False;False;;;;;;;2.125;1.617187;1.484375
HistoricoHaberes;HistoricosHaberes_PK;NONCLUSTERED;True;True;;;;;;;0.765625;0.5625;0.671875
HistoricoImpuesto;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoImpuesto;aaaHistoricoImpuesto_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoImpuesto;Id_FechaDesde;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoImpuesto;Id_FechaHasta;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoImpuesto;Id_Tramo;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoIsapres;;HEAP;False;False;;;;;;;0.507812;0.367187;0.296875
HistoricoIsapres;aaHistoricoIsapres_PK;NONCLUSTERED;True;True;;;;;;;0.179687;0.070312;0.070312
HistoricoIsapres;Ano;NONCLUSTERED;False;False;;;;;;;0.179687;0.078125;0.078125
HistoricoIsapres;Id_Isapre;NONCLUSTERED;False;False;;;;;;;0.117187;0.0625;0.0625
HistoricoIsapres;Mes;NONCLUSTERED;False;False;;;;;;;0.179687;0.078125;0.078125
HistoricoLiquidacion;;HEAP;False;False;;;;;;;17.96875;16.328125;15.273437
HistoricoLiquidacion;aaaaaHistoricoLiquidacion_PK;NONCLUSTERED;True;True;;;;;;;1.015625;0.757812;1.007812
HistoricoLiquidacion;Ano;NONCLUSTERED;False;False;;;;;;;0.890625;0.632812;0.914062
HistoricoLiquidacion;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.703125;0.507812;0.742187
HistoricoLiquidacion;Mes;NONCLUSTERED;False;False;;;;;;;1.015625;0.742187;0.992187
HistoricoMovDctos;;HEAP;False;False;;;;;;;0.671875;0.46875;0.234375
HistoricoMovDctos;aaHistoricoMovDctos_PK;NONCLUSTERED;True;True;;;;;;;0.140625;0.09375;0.132812
HistoricoMovDctos;Ano;NONCLUSTERED;False;False;;;;;;;0.085937;0.046875;0.078125
HistoricoMovDctos;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.164062;0.0625;0.078125
HistoricoMovDctos;Id_Hd;NONCLUSTERED;False;False;;;;;;;0.164062;0.070312;0.085937
HistoricoMovDctos;Mes;NONCLUSTERED;False;False;;;;;;;0.164062;0.09375;0.109375
HistoricoMovDctos;Tipo_Hd;NONCLUSTERED;False;False;;;;;;;0.164062;0.070312;0.085937
HistoricoMovLiquidacion;;HEAP;False;False;;;;;;;38.390625;34.898437;16.421875
HistoricoMovLiquidacion;aaaaaHistoricoMovLiquidacio_PK;NONCLUSTERED;True;True;;;;;;;14.257812;14.242187;14.179687
HistoricoMovLiquidacion;Ano;NONCLUSTERED;False;False;;;;;;;6.078125;5.054687;7.507812
HistoricoMovLiquidacion;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;4.617187;4.609375;7.820312
HistoricoMovLiquidacion;Id_Hd;NONCLUSTERED;False;False;;;;;;;4.007812;4.171875;7.359375
HistoricoMovLiquidacion;Mes;NONCLUSTERED;False;False;;;;;;;2.070312;2.375;5.085937
HistoricoMovLiquidacion;Tipo_HabeDcto;NONCLUSTERED;False;False;;;;;;;2.070312;2.25;5.320312
HistoricoMovPlanillaSuple;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMovPlanillaSuple;aaHistoricoMovPlanillaSuple_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoMovPlanillaSuple;Ano;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMovPlanillaSuple;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMovPlanillaSuple;Id_HaberDcto;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMovPlanillaSuple;Mes;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMovPlanillaSuple;Tipo_HaberDcto;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMutual;;HEAP;False;False;;;;;;;0.03125;0.03125;0.023437
HistoricoMutual;aaaHistoricoMutual_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoMutual;Ano;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoMutual;Mes;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoParametrosGenerales;;HEAP;False;False;;;;;;;0.257812;0.148437;0.140625
HistoricoParametrosGenerales;aaHistoricoParam_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoPlanillaSuplementaria;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoPlanillaSuplementaria;aaHistoricoPlanillaSuple_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoPlanillaSuplementaria;Ano;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoPlanillaSuplementaria;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoPlanillaSuplementaria;Mes;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoProcesoBienios;aaaHistoricoProcesoBienios_PK;CLUSTERED;True;True;;;;;;;0.023437;0.023437;0.007812
HistoricoProcesoBienios;ID_Correlativo;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoProcesoBienios;ID_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoRetencionJudicial;;HEAP;False;False;;;;;;;0.859375;0.601562;0.492187
HistoricoRetencionJudicial;aaHistoricoRetencionJudicial_PK;NONCLUSTERED;True;True;;;;;;;0.164062;0.09375;0.109375
HistoricoRetencionJudicial;Ano;NONCLUSTERED;False;False;;;;;;;0.09375;0.039062;0.039062
HistoricoRetencionJudicial;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.101562;0.046875;0.046875
HistoricoRetencionJudicial;Mes;NONCLUSTERED;False;False;;;;;;;0.101562;0.046875;0.046875
HistoricoRetencionJudicial;Rut_Beneficiario;NONCLUSTERED;False;False;;;;;;;0.171875;0.078125;0.085937
HistoricoSueldoGrado;;HEAP;False;False;;;;;;;1.039062;0.734375;0.421875
HistoricoSueldoGrado;aaHistoricoSueldoGrado_PK;NONCLUSTERED;True;True;;;;;;;0.140625;0.078125;0.171875
HistoricoSueldoGrado;Ano;NONCLUSTERED;False;False;;;;;;;0.140625;0.085937;0.140625
HistoricoSueldoGrado;Id_Grado;NONCLUSTERED;False;False;;;;;;;0.078125;0.0625;0.117187
HistoricoSueldoGrado;Mes;NONCLUSTERED;False;False;;;;;;;0.203125;0.125;0.164062
HistoricoSueldosLey15076;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoSueldosLey15076;aaaaaHistoricoSueldosLey150_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
HistoricoSueldosLey15076;Ano;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoSueldosLey15076;ID_Horas;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoSueldosLey15076;ID_Trienio;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
HistoricoSuplencias;;HEAP;False;False;;;;;;;0.429687;0.25;0.132812
HistoricoSuplencias;aaaaaHistoricoSuplencias_PK;NONCLUSTERED;True;True;;;;;;;0.179687;0.078125;0.078125
HistoricoSuplencias;Ano;NONCLUSTERED;False;False;;;;;;;0.117187;0.0625;0.0625
HistoricoSuplencias;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.15625;0.054687;0.054687
HistoricoSuplencias;Id_Incremento;NONCLUSTERED;False;False;;;;;;;0.171875;0.070312;0.070312
HistoricoSuplencias;Id_SueldoMedico;NONCLUSTERED;False;False;;;;;;;0.179687;0.070312;0.070312
HistoricoSuplencias;Mes;NONCLUSTERED;False;False;;;;;;;0.171875;0.070312;0.070312
HistoricoSuplencias;TipoSuplencia;NONCLUSTERED;False;False;;;;;;;0.171875;0.070312;0.070312
HorasExtras;;HEAP;False;False;;;;;;;0.0;0.0;0.0
Impuesto;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
Impuesto;aaaImpuesto_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Impuesto;Id_FechaDesde;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Impuesto;Id_Tramo;NONCLUSTERED;False;True;;;;;;;0.015625;0.015625;0.007812
InclusionLaboral;;HEAP;False;False;;;;;;;0.070312;0.015625;0.007812
InclusionLaboral;aaaInclusionLaboral_PK;NONCLUSTERED;True;True;;;;;;;0.070312;0.015625;0.007812
InclusionLaboral;Codigo_InclusionLaboral;NONCLUSTERED;False;False;;;;;;;0.070312;0.015625;0.007812
Incrementos;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
Incrementos;aaaaaIncrementos_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Incrementos;Id_Incremento;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Indices;;HEAP;False;False;;;;;;;0.023437;0.023437;0.015625
Indices;aaaaaIndices_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Indices;Año;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Indices;Mes;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
IndicesTablas;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
IndicesTablas;aaaaaIndicesTablas_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
InstitucionesAVP;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
InstitucionesAVP;aaInstitucionesAVP_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
InstitucionesAVP;Id_institucion;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
InstitucionesAVP;Tipo_Institucion;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
Investigacion_Anexo;;HEAP;False;False;;;;;;;0.0;0.0;0.0
Investigacion_Anexo;aaaInvestigacion_Anexo_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
Investigacion_Sumaria;;HEAP;False;False;;;;;;;0.0;0.0;0.0
Investigacion_Sumaria;aaaaaInvestigacion_Sumaria_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
Investigacion_Sumaria;ID_Correlativo;NONCLUSTERED;False;False;;;;;;;0.0;0.0;0.0
Isapres;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
Isapres;aaaaaIsapres_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Isapres;Id_Isapre;NONCLUSTERED;False;True;;;;;;;0.015625;0.015625;0.007812
Item_Sueldo;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
JuntaCalificadora;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
JuntaCalificadora;aaaJuntaCalificadora_PK;NONCLUSTERED;True;True;;;;;;;0.070312;0.015625;0.007812
LicenciaMedica;;HEAP;False;False;;;;;;;1.460937;1.039062;1.015625
LicenciaMedica;aaaLicenciaMedica_PK;NONCLUSTERED;True;True;;;;;;;0.257812;0.101562;0.085937
LicenciaMedica_Historial;aaaLicenciaMedica_Historial_PK;CLUSTERED;True;True;;;;;;;0.132812;0.132812;0.117187
LicenciaMedicaLME_NoCargada;;HEAP;False;False;;;;;;;0.0;0.0;0.0
LicenciaMedicaSanna;;HEAP;False;False;;;;;;;0.0;0.0;0.0
LicenciaMedicaSanna;aaaLicenciaMedicaSanna_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
LicenciaMedicaSanna_Historial;aaaLicenciaMedicaSanna_Historial_PK;CLUSTERED;True;True;;;;;;;0.0;0.0;0.0
Liquidacion;;HEAP;False;False;;;;;;;0.007812;0.007812;0.0
Liquidacion;aaaaaLiquidacion_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
Liquidacion;Id_Funcionario;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
LRE_Aportes;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
LRE_Aportes;aaaLRE_Aportes_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
LRE_Aportes;Id_Aporte;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
LRE_CausalesTerminoContrato;;HEAP;False;False;;;;;;;0.0;0.0;0.0
LRE_CausalesTerminoContrato;aaaLRE_CausalesTerminoContrato_PK;NONCLUSTERED;True;True;;;;;;;0.0;0.0;0.0
LRE_Descuentos;;HEAP;False;False;;;;;;;0.078125;0.023437;0.015625
LRE_Descuentos;aaaLRE_Descuentos_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
LRE_Descuentos;Id_Descuento;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
LRE_Esquema;;HEAP;False;False;;;;;;;0.070312;0.015625;0.007812
LRE_Esquema;aaaLRE_Esquema_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
LRE_Haberes;;HEAP;False;False;;;;;;;0.078125;0.023437;0.015625
LRE_Haberes;aaaLRE_Haberes_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
LRE_Haberes;Id_Haber;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
LRE_Totales;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
LRE_Totales;aaaLRE_Totales_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
LRE_Totales;Id_Total;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
MacroCalculo;;HEAP;False;False;;;;;;;0.015625;0.015625;0.007812
MacroCalculo;aaaaaMacroCalculo_PK;NONCLUSTERED;True;True;;;;;;;0.015625;0.015625;0.007812
MacroCalculo;Macro_Codigo;NONCLUSTERED;False;True;;;;;;;0.015625;0.015625;0.007812
MacroCalculo;Macro_id;NONCLUSTERED;False;False;;;;;;;0.015625;0.015625;0.007812
