Esquema;Tabla;Indice;Tipo;EsPK;EsUnique;Pages;Fragmentacion;PageFullness
dbo;RelacionCuentasObligadoAreaGestion;PK_RelacionCuentasObligadoAreaGestion;CLUSTERED;True;True;6077;0.9708737864077669;99.11743266617248
dbo;RelacionCuentasObligadoAreaGestion;RelacionCuentasObligadoAreaGestion_Indice;NONCLUSTERED;False;False;4631;1.187648456057007;98.78438349394614
dbo;RelacionDevengadoDecreto;Ano;NONCLUSTERED;False;False;975;78.15384615384615;74.4652458611317
dbo;RelacionDevengadoDecreto;Area;NONCLUSTERED;False;False;994;75.95573440643864;75.85509019026439
dbo;RelacionDevengadoDecreto;Decreto;NONCLUSTERED;False;False;849;28.504122497055363;85.52028663207314
dbo;RelacionDevengadoDecreto;Devengado;NONCLUSTERED;False;False;989;98.48331648129424;73.410785767235
dbo;RelacionDevengadoDecreto;PK_RelacionDevengadoDecreto;CLUSTERED;True;True;1576;0.8248730964467006;99.418779342723
dbo;RelacionDevengadoDecretoAreaGestion;PK_RelacionDevengadoDecretoAreaGestion;CLUSTERED;True;True;0;0.0;0.0
dbo;RelacionObligadoDevengado;Ano;NONCLUSTERED;False;False;963;11.42263759086189;95.26249073387694
dbo;RelacionObligadoDevengado;Area;NONCLUSTERED;False;False;993;2.6183282980866065;96.96102050901902
dbo;RelacionObligadoDevengado;Comprobante;NONCLUSTERED;False;False;1080;26.296296296296294;84.93970842599457
dbo;RelacionObligadoDevengado;Obligado;NONCLUSTERED;False;False;1124;34.25266903914591;81.61370150728935
dbo;RelacionObligadoDevengado;PK_RelacionObligadoDevengado;CLUSTERED;True;True;2121;0.8015087223008015;99.22651346676551
dbo;RelacionObligadoDevengado;TipoComprobante;NONCLUSTERED;False;False;943;3.3934252386002126;97.2834198171485
dbo;RelacionObligadoDevengadoAreaGestion;PK_RelacionObligadoDevengadoAreaGestion;CLUSTERED;True;True;0;0.0;0.0
dbo;RemplazaPlanCuentaProxAno;PK_RemplazaPlanCuentaProxAno;NONCLUSTERED;True;True;497;27.364185110663986;88.40704225352113
dbo;RemplazaPlanCuentaProxAno_DesdePlantilla;PK_RemplazaPlanCuentaProxAno_DesdePlantilla;CLUSTERED;True;True;20;0.0;95.85371880405239
dbo;RemuneracionCtaAreaGestion;PK_RemuneracionCtaAreaGestion;CLUSTERED;True;True;1;0.0;4.385964912280702
dbo;RendicionSubvencion;PK_RendicionSubvencion;CLUSTERED;True;True;0;0.0;0.0
dbo;Resolucion;Ano;NONCLUSTERED;False;False;0;0.0;0.0
dbo;Resolucion;Area;NONCLUSTERED;False;False;0;0.0;0.0
dbo;Resolucion;PK_Resolucion;CLUSTERED;True;True;0;0.0;0.0
dbo;ResultadoMigracionMuninet;PK_ResultadoMigracionMuninet;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Detalle_Decreto_Doc_Adjuntos_Rechazo;PK_SDF_Detalle_Decreto_Doc_Adjuntos_Rechazo;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Detalle_Fac_Doc_Adjuntos;PK_DFE_Detalle_Fac_Doc_Adjuntos;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Detalle_Perfil;PK_SDF_Detalle_Perfil;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Encabezado_Fac_Doc;PK_DFE_Encabezado_Fac_Doc;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Estados_Decreto;PK_SDF_Estados_Decreto_1;CLUSTERED;True;True;1;0.0;5.436125525080306
dbo;SDF_Estados_Decreto_Historico;idx_SDF_EstadosDecretoHistorico;NONCLUSTERED;False;False;0;0.0;0.0
dbo;SDF_Estados_Decreto_Historico;PK_SDF_Estados_Decreto_Historico;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Estados_Fac_Doc;PK_SDF_Estados_Fac_Doc;CLUSTERED;True;True;1;0.0;5.4978996787744006
dbo;SDF_Estados_Fac_Doc_Historico;PK_SDF_Estados_Fac_Doc_Historico_1;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Firmas;PK_SDF_Firmas_1;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Firmas_Historico;PK_SDF_Historico_Firmas;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Firmas_Multiples;PK_SDF_Firmas_Multiples;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Firmas_Posiciones;PK_SDF_Firmas_Posiciones_1;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Firmas_Subrogante;PK_SDF_Firmas_Subrogante;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Firmas_Subrogante_multiple;PK_SDF_Firmas_Subrogante_Multiple;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_log_mail;PK_SDF_log_mail;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Matriz_Opciones;PK_SDF_Matriz_Opciones;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Opcion_Por_Usuario;PK_SDF_Opcion_Por_Usuario;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Revisor;PK_SDF_Revisor;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Revisor_Multiple;PK_SDF_Revisor_Multiple;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Tipo_Perfiles;PK_SDF_Tipo_Perfiles;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Tipos_Fac_Doc;PK_SDF_Tipos_Fac_Doc_1;CLUSTERED;True;True;0;0.0;0.0
dbo;SDF_Usuarios;PK_SDF_Usuarios_1;CLUSTERED;True;True;0;0.0;0.0
dbo;Sigem_Cuentas;PK_Sigem_Cuentas;CLUSTERED;True;True;0;0.0;0.0
dbo;Sigem_Formulas;PK_Sigem_Formulas;CLUSTERED;True;True;0;0.0;0.0
dbo;Sigem_GruposDeCuentas;Prim_Sigem_GruposDeCuentas;CLUSTERED;True;True;0;0.0;0.0
dbo;SubProgramaAreadeGestion;PK_SubProgramaAreadeGestion;CLUSTERED;True;True;185;70.27027027027027;74.36821102050901
dbo;Subvencion_Nomina;Subvencion_Nomina_PK;NONCLUSTERED;True;True;0;0.0;0.0
dbo;TablaPasoProceso;PK_TablaPasoProceso;CLUSTERED;True;True;0;0.0;0.0
dbo;Temporal;PK_Temporal;CLUSTERED;True;True;6554;1.9530057979859627;98.47113911539412
dbo;Temporal_Centro_Costo;Ano;NONCLUSTERED;False;False;952;36.344537815126046;81.20758586607363
dbo;Temporal_Centro_Costo;Area;NONCLUSTERED;False;False;959;42.75286757038582;80.6146404744255
dbo;Temporal_Centro_Costo;CentroCosto;NONCLUSTERED;False;False;1012;19.960474308300398;88.14776377563628
dbo;Temporal_Centro_Costo;Comprobante;NONCLUSTERED;False;False;1069;26.660430308699716;83.44633061527057
dbo;Temporal_Centro_Costo;Cuenta;NONCLUSTERED;False;False;2482;12.651087832393232;93.44781319495922
dbo;Temporal_Centro_Costo;Tipo;NONCLUSTERED;False;False;864;17.01388888888889;89.48124536693847
dbo;Temporal_DetModPresupues_AreadeGestion;PK_Temporal_DetModPresupues_AreadeGestion;NONCLUSTERED;True;True;38;7.894736842105263;94.00596738324684
dbo;Temporal_Montos_AreadeGestion_Ingresos;PK_Temporal_Montos_AreadeGestion_Ingresos;CLUSTERED;True;True;0;0.0;0.0
dbo;TemporalDetModPresupues_CentroCosto;PK_TemporalDetModPresupues_CentroCosto;CLUSTERED;True;True;2;50.0;18.95231035334816
dbo;TemporalMontos_AreadeGestion;PK_TemporalMontos_AreadeGestion;CLUSTERED;True;True;20571;1.5701716007972388;98.12824314306894
dbo;TemporalMontos_AreadeGestionTraspaso;PK_TemporalMontos_AreadeGestionTraspaso;CLUSTERED;True;True;279;92.831541218638;52.98589078329627
dbo;Tipos_Contratos;PK_Tipos_Contratos;CLUSTERED;True;True;0;0.0;0.0
dbo;Tipos_CuentasCorrientes;Area;NONCLUSTERED;False;False;1;0.0;0.09883864591055103
dbo;Tipos_CuentasCorrientes;Codigo;NONCLUSTERED;False;False;1;0.0;0.06177415369409439
dbo;Tipos_CuentasCorrientes;PK_Tipos_CuentasCorrientes;CLUSTERED;True;True;1;0.0;0.32122559920929084
dbo;TomaDatosTesoreria;Ano;NONCLUSTERED;False;False;3748;0.40021344717182494;99.28503829997528
dbo;TomaDatosTesoreria;Area;NONCLUSTERED;False;False;3751;0.6664889362836577;99.20560909315543
dbo;TomaDatosTesoreria;Cuenta;NONCLUSTERED;False;False;3829;5.301645338208409;97.18419817148505
dbo;TomaDatosTesoreria;Fecha;NONCLUSTERED;False;False;3749;0.4267804747932782;99.25854954287125
dbo;TomaDatosTesoreria;Item;NONCLUSTERED;False;False;3757;1.3308490817141336;99.0471336792686
dbo;TomaDatosTesoreria;PK_TomaDatosTesoreria;CLUSTERED;True;True;5251;0.4189678156541611;98.91781566592539
dbo;TomaDatosTesoreria;Tipo;NONCLUSTERED;False;False;3750;0.9333333333333335;99.23207314059798
dbo;Transac_Apertura_Mes;PK_Transac_Apertura_Mes;CLUSTERED;True;True;42;54.761904761904766;93.25838893007166
dbo;Transac_Apertura_Mes;PK_Transac_Apertura_Mes;CLUSTERED;True;True;65;0.0;72.22406721027922
dbo;Transacciones;Pk_Agrup;CLUSTERED;False;False;52659;0.35321597447729736;98.57811959476155
dbo;Transacciones;Transacciones_Ano_Proceso;NONCLUSTERED;False;False;7470;0.6157965194109772;99.59529280948851
dbo;Transacciones;Transacciones_Codigo_Area;NONCLUSTERED;False;False;7466;0.5223680685775516;99.64866567828021
dbo;Transacciones;Transacciones_Fecha;NONCLUSTERED;False;False;7468;0.2544188537761114;99.62196688905361
dbo;Transacciones;Transacciones_Tabla;NONCLUSTERED;False;False;12701;1.2676167230926698;99.85223622436372
dbo;Transacciones;Transacciones_Usuario;NONCLUSTERED;False;False;11396;1.1056511056511056;99.40090190264394
dbo;Ubicacion_Decreto;PK_Ubicacion_Decreto_1;CLUSTERED;True;True;2662;0.9767092411720512;99.02571040276747
dbo;Ubicacion_Decreto;Ubicacion_Decreto_Ano_Proceso;NONCLUSTERED;False;False;724;6.629834254143646;96.30539906103287
dbo;Ubicacion_Decreto;Ubicacion_Decreto_Codigo_Area;NONCLUSTERED;False;False;1001;95.2047952047952;69.64861625895726
dbo;Ubicacion_Decreto;Ubicacion_Decreto_Fila_Numero;NONCLUSTERED;False;False;999;94.8948948948949;69.7881022979985
dbo;Ubicacion_Decreto;Ubicacion_Decreto_NumeroDecre;NONCLUSTERED;False;False;803;26.027397260273972;86.82834198171486
dbo;Ubicacion_Decreto;Ubicacion_Decreto_NumeroDecreto;NONCLUSTERED;False;False;803;26.1519302615193;86.82834198171486
dbo;Unificacion_De_Areas;PK_Unificacion_De_Areas;CLUSTERED;True;True;0;0.0;0.0
dbo;ValidaCuentaComprobante;PK_ValidaCuentaComprobante;NONCLUSTERED;True;True;18;88.88888888888889;63.67062021250309
dbo;VIS_Estados_Decreto;PK_VIS_Estados_Decreto;CLUSTERED;True;True;1;0.0;1.408450704225352
dbo;VIS_Estados_Decreto_Historico;PK_VIS_Estados_Decreto_Historico;CLUSTERED;True;True;1833;1.309328968903437;98.77170743760811
