TABLA;INDICE;TYPE_DESC;IS_PRIMARY_KEY;IS_UNIQUE;USER_SEEKS;USER_SCANS;USER_LOOKUPS;USER_UPDATES;LAST_USER_SEEK;LAST_USER_SCAN;TAMANO-TOTAL;USED-PAGES;DATA-PAGES;ATRIBUTOS
DescuentosNoEfectuados;aaaaaDescuentosNoEfectuados_PK;NONCLUSTERED;1;1;0;1;0;1;NULL;2026-06-04 09:11:44.670;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Descuento
DescuentosNoEfectuados;Id_Descuento;NONCLUSTERED;0;0;0;0;0;1;NULL;NULL;0.000000;0.000000;0.000000;Id_Descuento
DescuentosNoEfectuados;Id_Establecimiento;NONCLUSTERED;0;0;0;0;0;1;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento
DescuentosNoEfectuados;Id_Funcionario;NONCLUSTERED;0;0;0;1;0;1;NULL;2026-06-04 10:00:09.590;0.000000;0.000000;0.000000;Id_Funcionario
DescuentosNoEfectuadosSuple;aaaDescuentosNoEfectuadosSuple_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_ProcesoPs,Tipo_Horas,Mes,Ano,Id_Descuento
Detalle_DecretoPago;aaDetalle_DecretoPago_PK;NONCLUSTERED;1;1;3939;299;0;0;2026-06-04 09:07:45.170;2026-06-04 09:07:03.407;48.445312;48.343750;48.195312;Ano_Proceso,Id_Haber,Tipo_Cuenta,Id_Establecimiento
Detalle_DecretoPago;Cta_CodigoTrabajo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;68.945312;68.843750;68.445312;Cta_CodigoTrabajo
Detalle_DecretoPago;Cta_Contrata;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;68.945312;68.851562;68.453125;Cta_Contrata
Detalle_DecretoPago;Cta_Planta;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;68.945312;68.851562;68.453125;Cta_Planta
Detalle_DecretoPago;Cta_Suplencia;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;68.945312;68.859375;68.460937;Cta_Suplencia
DetalleCCAF;aaDetalleCCAF_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Descuento,Id_DescuentosCCAF
DetalleDesDificil;aaaaaDetalleDesDificil_PK;NONCLUSTERED;1;1;0;1;0;0;NULL;2026-06-04 09:10:10.903;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_EstablecimientoAsig,Tipo_Horas,Id_EstablecimientoCcos
Dias_Feriados;aaaaaDias_Feriados_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.031250;0.031250;0.015625;Dia,Mes,Ano
Dias_Feriados;Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.078125;0.039062;0.023437;Ano
Dias_Feriados;Dia;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.078125;0.031250;0.015625;Dia
Dias_Feriados;Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.078125;0.031250;0.015625;Mes
DistribucionDesDificil;aaaaaDistribucionDesDificil_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Mes,Ano,Id_Establecimiento
DocenteCapRedEnlace;aaaaaDocenteCapRedEnlace_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario
ErroresMigracionNet;ID;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id
ErroresMigracionNet;PK_ErroresMigracionNet;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id
Escalafones;aaaaaEscalafones_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Escalafon
Escalafones;Id_Escalafon;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Escalafon
Establecimiento;aaaaaEstablecimiento_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Estable
Establecimiento;IdEstablecimiento;NONCLUSTERED;0;0;0;5;0;0;NULL;2026-06-04 09:07:27.167;0.015625;0.015625;0.007812;Id_Estable
Estado_LME;aaaEstado_LME_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Codigo
EstadoCivil;aaaEstadoCivil_PK;CLUSTERED;1;1;10;0;0;0;2026-06-04 09:07:07.363;NULL;0.015625;0.015625;0.007812;Codigo
EstadoEstudio;aaaEstadoEstudio_PK;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Codigo_EstadoEstudio
EstadoPrevisional;aaaEstadoPrevisional_PK;CLUSTERED;1;1;17;0;0;1;2026-06-04 09:07:14.390;NULL;0.015625;0.015625;0.007812;Codigo
Estamento;aaaEstamento_PK;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Codigo_Estamento
Estamento_Dipres;aaaEstamento_Dipres_PK;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.070312;0.015625;0.007812;Codigo_EstamentoDipres
FactorActual;PK_FactorActual;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.023437;0.023437;0.007812;Factor_AÑo
Feriados;aaaaaFeriados_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.265625;0.164062;0.140625;Id_Funcionario,Id_Establecimiento,Id_Periodo,Id_Correlativo
Feriados;Id_Correlativo;NONCLUSTERED;0;1;NULL;NULL;NULL;NULL;NULL;NULL;0.171875;0.070312;0.054687;Id_Correlativo
Feriados;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.195312;0.140625;0.125000;Id_Establecimiento
Feriados;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.179687;0.078125;0.062500;Id_Funcionario
Feriados;Id_Periodo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.171875;0.078125;0.062500;Id_Periodo
Ficha_EducacionHrs;aaaaaFicha_EducacionHrs_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.382812;0.242187;0.226562;Id_Establecimiento,Id_Funcionario,Tipo_Horas
Ficha_EducacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.210937;0.195312;Id_Establecimiento
Ficha_EducacionHrs;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.164062;0.148437;Id_Funcionario
Ficha_EducacionHrs;Tipo_Horas;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.164062;0.148437;Tipo_Horas
FichaAfiliadoVoluntario;aaFichaAfiliadoVoluntario_PK;CLUSTERED;1;1;0;3;0;2;NULL;2026-06-04 10:00:08.993;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Rut_Afiliado
FichaAfiliadoVoluntario;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento
FichaAfiliadoVoluntario;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Funcionario
FichaAfiliadoVoluntario;Rut_Afiliado;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Rut_Afiliado
FichaDetalle_AEduca;aaFichaDetalle_AEduca_PK;NONCLUSTERED;1;1;0;1;0;0;NULL;2026-06-04 09:10:10.897;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas
FichaDetalle_AEduca;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento
FichaDetalle_AEduca;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Funcionario
FichaDetalle_AEduca;Tipo_Horas;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Tipo_Horas
FichaEducacion;aaaaaFichaEducacion_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.179687;0.164062;Id_Establecimiento,Id_Funcionario
FichaEducacion;FichaEducacion_Indice;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.187500;0.171875;Id_Establecimiento,Id_Funcionario,Tipo_Funcionario
FichaEducacion;Id_Cargo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.140625;0.125000;Id_Cargo
FichaEducacion;Id_Escalafon;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.140625;0.125000;Id_Escalafon
FichaEducacion;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.164062;0.148437;Id_Establecimiento
FichaEducacion;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.125000;0.109375;Id_Funcionario
FichaFuncionario;<Indice_liq>;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.203125;0.187500;Rut
FichaFuncionario;aaaaaFichaFuncionario_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.171875;0.156250;Id_Establecimiento,Id_Funcionario
FichaFuncionario;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.156250;0.140625;Id_Establecimiento
FichaFuncionario;Id_Funcionario;NONCLUSTERED;0;0;3842;0;0;0;2026-06-04 09:13:41.823;NULL;0.257812;0.125000;0.109375;Id_Funcionario
FichaLeyesPrevisional;aaFichaLeyesPrev_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.125000;0.109375;Id_Establecimiento,Id_Funcionario
FichaLeyesPrevisional;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.117187;0.101562;Id_Establecimiento
FichaLeyesPrevisional;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.195312;0.085937;0.070312;Id_Funcionario
FichaPersonal;aaaaaFichaPersonal_PK;NONCLUSTERED;1;1;0;1;0;0;NULL;2026-06-04 09:07:45.233;0.320312;0.171875;0.156250;Id_Establecimiento,Id_Funcionario
FichaPersonal;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.320312;0.156250;0.140625;Id_Establecimiento
FichaPersonal;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.125000;0.109375;Id_Funcionario
Firmas_Liquidacion;aaaFirmas_Liquidacion_PK;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Firma,Id_Funcionario,Tipo,Proceso,Mes,Ano
FormatoCargaFamiliar;FechaInicio;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;FechaInicio
FormatoCargaFamiliar;FechaTermino;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;FechaTermino
FormatoCargaFamiliar;NombreArchivo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;NombreArchivo
FormatoCargaLicencia;FechaInicio;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;FechaInicio
FormatoCargaLicencia;FechaTermino;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;FechaTermino
FormatoCargaLicencia;NombreArchivo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;NombreArchivo
FuncionariosDocentesConFeriados;aaaaaFuncionariosDocentesConFeriados_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario
FuncionarioSuplementaria;aaFuncionarioSuplementaria_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;17.757812;17.695312;17.617187;Id_Establecimiento,Id_Funcionario,Id_ProcesoPs,Tipo_Horas,Mes,Ano
FuncionarioSuplementaria_AEduca;aaFuncionarioSuplementaria_AEduca_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_ProcesoPs,Tipo_Horas,Mes,Ano
GrupoFamiliar;aaaaaGrupoFamiliar_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.140625;0.054687;0.132812;Id_Establecimiento,Id_Funcionario,Id_Carga_Carga
GrupoFamiliar;Id_Carga_Carga;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.078125;0.031250;0.070312;Id_Carga_Carga
GrupoFamiliar;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.140625;0.070312;0.117187;Id_Establecimiento
GrupoFamiliar;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.156250;0.062500;0.085937;Id_Funcionario
Haberes;aaaaaHaberes_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Haber
Haberes;HaberModo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;HaberModo
Haberes;Id_Haber;NONCLUSTERED;0;1;7;0;0;0;2026-06-04 10:53:21.910;NULL;0.015625;0.015625;0.007812;Id_Haber
Haberes_Finiquito;aaHaberes_Finiquito_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Haber
Haberes_Finiquito;Id_Haber;NONCLUSTERED;0;0;466;0;0;0;2026-06-04 09:07:17.183;NULL;0.015625;0.015625;0.007812;Id_Haber
Haberes_Sistema;aaaHaberes_Sistema_PK;CLUSTERED;1;1;19;0;0;2;2026-06-04 09:07:27.160;NULL;0.015625;0.015625;0.007812;Id_Haber
Haberes_Sistema;Id_Haber;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Haber
HaberesEncasillamiento;aaaHaberesEncasillamiento_PK;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.101562;0.046875;0.023437;Id_Haber
HaberesEncasillamiento;Id_Haber;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Haber
HaberesINE;aaHaberesINE_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Haber
HaberesINE;Id_Componente_INE;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Componente_INE
HaberesINE;Id_Haber;NONCLUSTERED;0;0;471;0;0;0;2026-06-04 09:07:10.537;NULL;0.015625;0.015625;0.007812;Id_Haber
Historial_Contratos;aaaaaHistorial_Contratos_PK;NONCLUSTERED;1;1;2100;0;0;1641;2026-06-04 09:13:41.833;NULL;8.132812;8.093750;8.054687;Id_Funcionario,Id_Establecimiento,Id_Correlativo
Historial_Contratos;Fecha_Ingreso;NONCLUSTERED;0;0;0;0;0;1641;NULL;NULL;6.632812;6.554687;6.515625;Fecha_Ingreso
Historial_Contratos;Fecha_Inicio;NONCLUSTERED;0;0;3637;0;0;1641;2026-06-04 09:13:41.720;NULL;6.703125;6.609375;6.562500;Fecha_Inicio
Historial_Contratos;Fecha_Termino;NONCLUSTERED;0;0;178;0;0;1641;2026-06-04 09:12:56.280;NULL;5.390625;5.359375;5.312500;Fecha_Termino
Historial_Contratos;Id_Correlativo;NONCLUSTERED;0;0;0;0;0;1641;NULL;NULL;5.515625;5.406250;5.367187;Id_Correlativo
Historial_Contratos;Id_Establecimiento;NONCLUSTERED;0;0;0;0;0;1641;NULL;NULL;6.382812;6.312500;6.273437;Id_Establecimiento
Historial_Contratos;Id_funcionario;NONCLUSTERED;0;0;0;0;0;1641;NULL;NULL;4.820312;4.781250;4.750000;Id_Funcionario
Historial_Egreso;aaaaaHistorial_Egreso_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Rut_Funcionario,Id_Establecimiento,Id_HistE
Historial_Egreso;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento
Historial_Egreso;Id_Historial;NONCLUSTERED;0;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_HistE
Historial_Egreso;Rut_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Rut_Funcionario
Historial_Egreso1;aaaaaHistorial_Egreso1_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Funcionario,Id_Establecimiento,Id_HistE
HistorialUnidadE;aaaaaHistorialUnidadE_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Rut_Funcionario,Id_Historial
HistorialUnidadE;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Rut_Funcionario
HistorialUnidadE;Id_Historial;NONCLUSTERED;0;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Historial
HistoricoAfp;aaHistoricoAfp_PK;NONCLUSTERED;1;1;19;0;0;19;2026-06-04 09:11:45.160;NULL;0.187500;0.093750;0.085937;Id_Afp,Mes,Ano
HistoricoAfp;Ano;NONCLUSTERED;0;0;0;0;0;19;NULL;NULL;0.187500;0.078125;0.070312;Ano
HistoricoAfp;Id_Afp;NONCLUSTERED;0;0;0;0;0;19;NULL;NULL;0.125000;0.070312;0.062500;Id_Afp
HistoricoAfp;Mes;NONCLUSTERED;0;0;0;0;0;19;NULL;NULL;0.179687;0.085937;0.085937;Mes
HistoricoBienios;AnoProceso;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.101562;0.085937;AnoProceso
HistoricoBienios;MesProceso;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.101562;0.085937;MesProceso
HistoricoBienios;PK_HistoricoBienios;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.382812;0.226562;0.210937;Contador,Rut,AnoProceso,MesProceso
HistoricoBienios;Rut;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.257812;0.148437;0.132812;Rut
HistoricoCambioEstablecimiento;aaHistoricoCambioEstablecimiento_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.335937;0.195312;0.265625;Id_Funcionario,Mes,Ano
HistoricoCambioEstablecimiento;Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.265625;0.171875;0.242187;Ano
HistoricoCambioEstablecimiento;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.273437;0.156250;0.195312;Id_Funcionario
HistoricoCambioEstablecimiento;Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.265625;0.187500;0.234375;Mes
HistoricoCargasRetroactivas;aaHistoricoCargasRetroactivas_PK;NONCLUSTERED;1;1;0;0;0;10;NULL;NULL;0.265625;0.171875;0.218750;Id_Establecimiento,Id_Funcionario,Mes,Ano,TipoCarga_Retro,Id_Carga_Retro
HistoricoCargasRetroactivas;Ano;NONCLUSTERED;0;0;1;0;0;10;2026-06-04 09:11:44.870;NULL;0.164062;0.078125;0.093750;Ano
HistoricoCargasRetroactivas;Id_Carga_Retro;NONCLUSTERED;0;0;0;0;0;10;NULL;NULL;0.234375;0.109375;0.117187;Id_Carga_Retro
HistoricoCargasRetroactivas;Id_Establecimiento;NONCLUSTERED;0;0;0;0;0;10;NULL;NULL;0.226562;0.109375;0.125000;Id_Establecimiento
HistoricoCargasRetroactivas;Id_Funcionario;NONCLUSTERED;0;0;0;0;0;10;NULL;NULL;0.171875;0.085937;0.093750;Id_Funcionario
HistoricoCargasRetroactivas;Mes;NONCLUSTERED;0;0;1;0;0;10;2026-06-04 09:11:44.870;NULL;0.234375;0.125000;0.132812;Mes
HistoricoCargasRetroactivas;TipoCarga_Retro;NONCLUSTERED;0;0;0;0;0;10;NULL;NULL;0.156250;0.085937;0.109375;TipoCarga_Retro
HistoricoCheques;aaaaaHistoricoCheques_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;ID_Numero,Mes,Ano
HistoricoCheques;Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Ano
HistoricoCheques;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Id_Establecimiento
HistoricoCheques;ID_Numero;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;ID_Numero
HistoricoCheques;Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812;Mes
HistoricoConstantes;aaHistoricoConstantes_PK;NONCLUSTERED;1;1;46;0;0;46;2026-06-04 09:13:42.247;NULL;0.234375;0.132812;0.140625;Ano,Mes,Id_Constante
HistoricoConstantes;Rut;NONCLUSTERED;0;0;0;0;0;46;NULL;NULL;0.296875;0.156250;0.164062;Ano
HistoricoCuentaBanco;aaaaaHistoricoCuentaBanco_PK;NONCLUSTERED;1;1;4427;0;0;4427;2026-06-04 09:09:22.047;NULL;23.695312;23.632812;23.546875;Id_Establecimiento,Id_Funcionario,Mes,Ano
HistoricoCuentaBanco;Ano;NONCLUSTERED;0;0;0;0;0;4427;NULL;NULL;11.390625;11.328125;11.273437;Ano
HistoricoCuentaBanco;Id_Establecimiento;NONCLUSTERED;0;0;0;0;0;4427;NULL;NULL;16.453125;16.437500;16.328125;Id_Establecimiento
HistoricoCuentaBanco;Id_Funcionario;NONCLUSTERED;0;0;0;0;0;4427;NULL;NULL;14.007812;13.992187;13.937500;Id_Funcionario
HistoricoCuentaBanco;Mes;NONCLUSTERED;0;0;0;0;0;4427;NULL;NULL;11.390625;11.367187;11.304687;Mes
HistoricoDctosNoEfectuados;aaaaaHistoricoDctosNoEfectu_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Descuento,Mes,Ano
HistoricoDctosNoEfectuados;Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Ano
HistoricoDctosNoEfectuados;Id_Descuento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Descuento
HistoricoDctosNoEfectuados;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento
HistoricoDctosNoEfectuados;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Funcionario
HistoricoDctosNoEfectuados;Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Mes
HistoricoDetalleDesDificil;aaaaaHistoricoDetalleDesDificil_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_EstablecimientoAsig,Tipo_Horas,Id_EstablecimientoCcos,Mes,Ano
HistoricoFicha_EducacionHrs;aaaaaHistoricoFicha_Educaci_PK;NONCLUSTERED;1;1;9248;0;0;9247;2026-06-04 09:11:45.383;NULL;48.070312;47.992187;47.828125;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano
HistoricoFicha_EducacionHrs;Ano;NONCLUSTERED;0;0;0;0;0;9247;NULL;NULL;21.757812;21.750000;21.679687;Ano
HistoricoFicha_EducacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;0;0;0;9247;NULL;NULL;30.445312;30.398437;30.218750;Id_Establecimiento
HistoricoFicha_EducacionHrs;Id_Funcionario;NONCLUSTERED;0;0;0;0;0;9247;NULL;NULL;26.570312;26.500000;26.421875;Id_Funcionario
HistoricoFicha_EducacionHrs;Mes;NONCLUSTERED;0;0;0;0;0;9247;NULL;NULL;22.632812;22.585937;22.507812;Mes
HistoricoFicha_EducacionHrs;Tipo_Horas;NONCLUSTERED;0;0;0;0;0;9247;NULL;NULL;26.570312;26.500000;26.421875;Tipo_Horas
HistoricoFichaAfiliadoVoluntario;aaHistoFichaAfiliadoVoluntario_PK;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Mes,Ano,Rut_Afiliado
HistoricoFichaAfiliadoVoluntario;Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Ano
HistoricoFichaAfiliadoVoluntario;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento
HistoricoFichaAfiliadoVoluntario;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Funcionario
HistoricoFichaAfiliadoVoluntario;Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Mes
HistoricoFichaAfiliadoVoluntario;Rut_Afiliado;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Rut_Afiliado
HistoricoFichaDetalle_AEduca;aaHistoricoFichaDetalle_AEduca_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano
HistoricoFichaDetalle_AEduca;Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000;Ano
