CCAF_LosAndes;K1_Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CCAF_LosAndes;K1_Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CCAF_LosAndes_AfiliadoVoluntario;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_AfiliadoVoluntario;aaCCAF_LosAndes_AfiliadoVoluntario_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_AfiliadoVoluntario;K1_Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_AfiliadoVoluntario;K1_Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_AfiliadoVoluntario;K1_Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_AfiliadoVoluntario;K1_Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_DepositosConvenidos;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.007812;0.007812;0.000000
CCAF_LosAndes_DepositosConvenidos;aaCCAF_LosAndes_DepositosConvenidos_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_DepositosConvenidos;K1_Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CCAF_LosAndes_DepositosConvenidos;K1_Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CCAF_LosAndes_DepositosConvenidos;K1_Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CCAF_LosAndes_DepositosConvenidos;K1_Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CCAF_LosAndes_SIL;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_SIL;aaCCAF_LosAndes_SIL_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_SIL;K1_Ano;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_SIL;K1_Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_SIL;K1_Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CCAF_LosAndes_SIL;K1_Mes;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
