TABLA;INDICE;TYPE_DESC;IS_PRIMARY_KEY;IS_UNIQUE;USER_SEEKS;USER_SCANS;USER_LOOKUPS;USER_UPDATES;LAST_USER_SEEK;LAST_USER_SCAN;TAMANO-TOTAL;USED-PAGES;DATA-PAGES;ATRIBUTOS;BUSQUEDAS;EVALUACION_INDICE
DatosPersonales_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
DatosPersonales_Finiquito;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
Decreto_Pago;aaDecreto_Pago_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.031250;Ano_Proceso,ID_Haber;0.0;NO USO
Decreto_Pago;ID_Haber;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.015625;ID_Haber;0.0;NO USO
Decreto_Pago;SW_Clasificador2008;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.039062;SW_Clasificador2008;0.0;NO USO
DescuentoBienestar;aaaDescuentoBienestar_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Bienestar;0.0;NO USO
DescuentoBienestar;Id_Bienestar;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Bienestar;0.0;NO USO
DescuentoBienestar;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
DescuentoBienestar;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
Descuentos;aaaaaDescuentos_PK;NONCLUSTERED;1;1;9.0;0.0;0.0;0.0;2026-06-04 09:07:45.640;;0.015625;0.015625;0.007812;Id_Descuento;9.0;Beneficio Busqueda
Descuentos_Finiquito;aaDescuentos_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Dcto;0.0;NO USO
Descuentos_Finiquito;Id_Dcto;NONCLUSTERED;0;0;260.0;0.0;0.0;0.0;2026-06-04 09:07:18.480;;0.015625;0.015625;0.007812;Id_Dcto;260.0;Beneficio Busqueda
DescuentoSindicato;aaaDescuentoSindicato_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Sindicato;0.0;NO USO
DescuentoSindicato;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
DescuentoSindicato;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
DescuentoSindicato;Id_Sindicato;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Sindicato;0.0;NO USO
DescuentosNoEfectuados;aaaaaDescuentosNoEfectuados_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;1.0;;2026-06-04 09:11:44.670;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Descuento;0.0;SIN BUSQUEDAS
DescuentosNoEfectuados;Id_Descuento;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.000000;0.000000;0.000000;Id_Descuento;0.0;SIN BUSQUEDAS
DescuentosNoEfectuados;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;SIN BUSQUEDAS
DescuentosNoEfectuados;Id_Funcionario;NONCLUSTERED;0;0;0.0;1.0;0.0;1.0;;2026-06-04 10:00:09.590;0.000000;0.000000;0.000000;Id_Funcionario;0.0;SIN BUSQUEDAS
DescuentosNoEfectuadosSuple;aaaDescuentosNoEfectuadosSuple_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_ProcesoPs,Tipo_Horas,Mes,Ano,Id_Descuento;0.0;NO USO
Detalle_DecretoPago;aaDetalle_DecretoPago_PK;NONCLUSTERED;1;1;3939.0;299.0;0.0;0.0;2026-06-04 09:07:45.170;2026-06-04 09:07:03.407;48.445312;48.343750;48.195312;Ano_Proceso,Id_Haber,Tipo_Cuenta,Id_Establecimiento;3939.0;Beneficio Busqueda
Detalle_DecretoPago;Cta_CodigoTrabajo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;68.945312;68.843750;68.445312;Cta_CodigoTrabajo;0.0;NO USO
Detalle_DecretoPago;Cta_Contrata;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;68.945312;68.851562;68.453125;Cta_Contrata;0.0;NO USO
Detalle_DecretoPago;Cta_Planta;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;68.945312;68.851562;68.453125;Cta_Planta;0.0;NO USO
Detalle_DecretoPago;Cta_Suplencia;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;68.945312;68.859375;68.460937;Cta_Suplencia;0.0;NO USO
DetalleCCAF;aaDetalleCCAF_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Descuento,Id_DescuentosCCAF;0.0;NO USO
DetalleDesDificil;aaaaaDetalleDesDificil_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;0.0;;2026-06-04 09:10:10.903;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_EstablecimientoAsig,Tipo_Horas,Id_EstablecimientoCcos;0.0;NO USO
Dias_Feriados;aaaaaDias_Feriados_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.031250;0.031250;0.015625;Dia,Mes,Ano;0.0;NO USO
Dias_Feriados;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.078125;0.039062;0.023437;Ano;0.0;NO USO
Dias_Feriados;Dia;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.078125;0.031250;0.015625;Dia;0.0;NO USO
Dias_Feriados;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.078125;0.031250;0.015625;Mes;0.0;NO USO
DistribucionDesDificil;aaaaaDistribucionDesDificil_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes,Ano,Id_Establecimiento;0.0;NO USO
DocenteCapRedEnlace;aaaaaDocenteCapRedEnlace_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario;0.0;NO USO
ErroresMigracionNet;ID;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id;0.0;NO USO
ErroresMigracionNet;PK_ErroresMigracionNet;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id;0.0;NO USO
Escalafones;aaaaaEscalafones_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Escalafon;0.0;NO USO
Escalafones;Id_Escalafon;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Escalafon;0.0;NO USO
Establecimiento;aaaaaEstablecimiento_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Estable;0.0;NO USO
Establecimiento;IdEstablecimiento;NONCLUSTERED;0;0;0.0;5.0;0.0;0.0;;2026-06-04 09:07:27.167;0.015625;0.015625;0.007812;Id_Estable;0.0;NO USO
Estado_LME;aaaEstado_LME_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Codigo;0.0;NO USO
EstadoCivil;aaaEstadoCivil_PK;CLUSTERED;1;1;10.0;0.0;0.0;0.0;2026-06-04 09:07:07.363;;0.015625;0.015625;0.007812;Codigo;10.0;Beneficio Busqueda
EstadoEstudio;aaaEstadoEstudio_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Codigo_EstadoEstudio;0.0;NO USO
EstadoPrevisional;aaaEstadoPrevisional_PK;CLUSTERED;1;1;17.0;0.0;0.0;1.0;2026-06-04 09:07:14.390;;0.015625;0.015625;0.007812;Codigo;17.0;Beneficio Busqueda
Estamento;aaaEstamento_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Codigo_Estamento;0.0;NO USO
Estamento_Dipres;aaaEstamento_Dipres_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.070312;0.015625;0.007812;Codigo_EstamentoDipres;0.0;NO USO
FactorActual;PK_FactorActual;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.023437;0.023437;0.007812;Factor_AÑo;0.0;NO USO
Feriados;aaaaaFeriados_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.265625;0.164062;0.140625;Id_Funcionario,Id_Establecimiento,Id_Periodo,Id_Correlativo;0.0;NO USO
Feriados;Id_Correlativo;NONCLUSTERED;0;1;0.0;0.0;0.0;0.0;;;0.171875;0.070312;0.054687;Id_Correlativo;0.0;NO USO
Feriados;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.195312;0.140625;0.125000;Id_Establecimiento;0.0;NO USO
Feriados;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.179687;0.078125;0.062500;Id_Funcionario;0.0;NO USO
Feriados;Id_Periodo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.171875;0.078125;0.062500;Id_Periodo;0.0;NO USO
Ficha_EducacionHrs;aaaaaFicha_EducacionHrs_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.382812;0.242187;0.226562;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;NO USO
Ficha_EducacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.210937;0.195312;Id_Establecimiento;0.0;NO USO
Ficha_EducacionHrs;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.164062;0.148437;Id_Funcionario;0.0;NO USO
Ficha_EducacionHrs;Tipo_Horas;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.164062;0.148437;Tipo_Horas;0.0;NO USO
FichaAfiliadoVoluntario;aaFichaAfiliadoVoluntario_PK;CLUSTERED;1;1;0.0;3.0;0.0;2.0;;2026-06-04 10:00:08.993;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Rut_Afiliado;0.0;SIN BUSQUEDAS
FichaAfiliadoVoluntario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
FichaAfiliadoVoluntario;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
FichaAfiliadoVoluntario;Rut_Afiliado;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut_Afiliado;0.0;NO USO
FichaDetalle_AEduca;aaFichaDetalle_AEduca_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;0.0;;2026-06-04 09:10:10.897;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;NO USO
FichaDetalle_AEduca;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
FichaDetalle_AEduca;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
FichaDetalle_AEduca;Tipo_Horas;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Tipo_Horas;0.0;NO USO
FichaEducacion;aaaaaFichaEducacion_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.320312;0.179687;0.164062;Id_Establecimiento,Id_Funcionario;0.0;NO USO
FichaEducacion;FichaEducacion_Indice;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.187500;0.171875;Id_Establecimiento,Id_Funcionario,Tipo_Funcionario;0.0;NO USO
FichaEducacion;Id_Cargo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.140625;0.125000;Id_Cargo;0.0;NO USO
FichaEducacion;Id_Escalafon;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.140625;0.125000;Id_Escalafon;0.0;NO USO
FichaEducacion;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.164062;0.148437;Id_Establecimiento;0.0;NO USO
FichaEducacion;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.125000;0.109375;Id_Funcionario;0.0;NO USO
FichaFuncionario;<Indice_liq>;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.203125;0.187500;Rut;0.0;NO USO
FichaFuncionario;aaaaaFichaFuncionario_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.320312;0.171875;0.156250;Id_Establecimiento,Id_Funcionario;0.0;NO USO
FichaFuncionario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.156250;0.140625;Id_Establecimiento;0.0;NO USO
FichaFuncionario;Id_Funcionario;NONCLUSTERED;0;0;3842.0;0.0;0.0;0.0;2026-06-04 09:13:41.823;;0.257812;0.125000;0.109375;Id_Funcionario;3842.0;Beneficio Busqueda
FichaLeyesPrevisional;aaFichaLeyesPrev_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.257812;0.125000;0.109375;Id_Establecimiento,Id_Funcionario;0.0;NO USO
FichaLeyesPrevisional;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.117187;0.101562;Id_Establecimiento;0.0;NO USO
FichaLeyesPrevisional;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.195312;0.085937;0.070312;Id_Funcionario;0.0;NO USO
FichaPersonal;aaaaaFichaPersonal_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;0.0;;2026-06-04 09:07:45.233;0.320312;0.171875;0.156250;Id_Establecimiento,Id_Funcionario;0.0;NO USO
FichaPersonal;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.320312;0.156250;0.140625;Id_Establecimiento;0.0;NO USO
FichaPersonal;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.125000;0.109375;Id_Funcionario;0.0;NO USO
Firmas_Liquidacion;aaaFirmas_Liquidacion_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Firma,Id_Funcionario,Tipo,Proceso,Mes,Ano;0.0;NO USO
FormatoCargaFamiliar;FechaInicio;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;FechaInicio;0.0;NO USO
FormatoCargaFamiliar;FechaTermino;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;FechaTermino;0.0;NO USO
FormatoCargaFamiliar;NombreArchivo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;NombreArchivo;0.0;NO USO
FormatoCargaLicencia;FechaInicio;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;FechaInicio;0.0;NO USO
FormatoCargaLicencia;FechaTermino;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;FechaTermino;0.0;NO USO
FormatoCargaLicencia;NombreArchivo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;NombreArchivo;0.0;NO USO
FuncionariosDocentesConFeriados;aaaaaFuncionariosDocentesConFeriados_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario;0.0;NO USO
FuncionarioSuplementaria;aaFuncionarioSuplementaria_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;17.757812;17.695312;17.617187;Id_Establecimiento,Id_Funcionario,Id_ProcesoPs,Tipo_Horas,Mes,Ano;0.0;NO USO
FuncionarioSuplementaria_AEduca;aaFuncionarioSuplementaria_AEduca_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_ProcesoPs,Tipo_Horas,Mes,Ano;0.0;NO USO
GrupoFamiliar;aaaaaGrupoFamiliar_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.140625;0.054687;0.132812;Id_Establecimiento,Id_Funcionario,Id_Carga_Carga;0.0;NO USO
GrupoFamiliar;Id_Carga_Carga;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.078125;0.031250;0.070312;Id_Carga_Carga;0.0;NO USO
GrupoFamiliar;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.140625;0.070312;0.117187;Id_Establecimiento;0.0;NO USO
GrupoFamiliar;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.156250;0.062500;0.085937;Id_Funcionario;0.0;NO USO
Haberes;aaaaaHaberes_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Haber;0.0;NO USO
Haberes;HaberModo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;HaberModo;0.0;NO USO
Haberes;Id_Haber;NONCLUSTERED;0;1;7.0;0.0;0.0;0.0;2026-06-04 10:53:21.910;;0.015625;0.015625;0.007812;Id_Haber;7.0;Beneficio Busqueda
Haberes_Finiquito;aaHaberes_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Haber;0.0;NO USO
Haberes_Finiquito;Id_Haber;NONCLUSTERED;0;0;466.0;0.0;0.0;0.0;2026-06-04 09:07:17.183;;0.015625;0.015625;0.007812;Id_Haber;466.0;Beneficio Busqueda
Haberes_Sistema;aaaHaberes_Sistema_PK;CLUSTERED;1;1;19.0;0.0;0.0;2.0;2026-06-04 09:07:27.160;;0.015625;0.015625;0.007812;Id_Haber;19.0;Beneficio Busqueda
Haberes_Sistema;Id_Haber;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Haber;0.0;NO USO
HaberesEncasillamiento;aaaHaberesEncasillamiento_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.101562;0.046875;0.023437;Id_Haber;0.0;NO USO
HaberesEncasillamiento;Id_Haber;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Haber;0.0;NO USO
HaberesINE;aaHaberesINE_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Haber;0.0;NO USO
HaberesINE;Id_Componente_INE;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Componente_INE;0.0;NO USO
HaberesINE;Id_Haber;NONCLUSTERED;0;0;471.0;0.0;0.0;0.0;2026-06-04 09:07:10.537;;0.015625;0.015625;0.007812;Id_Haber;471.0;Beneficio Busqueda
Historial_Contratos;aaaaaHistorial_Contratos_PK;NONCLUSTERED;1;1;2100.0;0.0;0.0;1641.0;2026-06-04 09:13:41.833;;8.132812;8.093750;8.054687;Id_Funcionario,Id_Establecimiento,Id_Correlativo;2100.0;Beneficio Busqueda
Historial_Contratos;Fecha_Ingreso;NONCLUSTERED;0;0;0.0;0.0;0.0;1641.0;;;6.632812;6.554687;6.515625;Fecha_Ingreso;0.0;SIN BUSQUEDAS
Historial_Contratos;Fecha_Inicio;NONCLUSTERED;0;0;3637.0;0.0;0.0;1641.0;2026-06-04 09:13:41.720;;6.703125;6.609375;6.562500;Fecha_Inicio;3637.0;Beneficio Busqueda
Historial_Contratos;Fecha_Termino;NONCLUSTERED;0;0;178.0;0.0;0.0;1641.0;2026-06-04 09:12:56.280;;5.390625;5.359375;5.312500;Fecha_Termino;178.0;Relevante costo de mantenimiento
Historial_Contratos;Id_Correlativo;NONCLUSTERED;0;0;0.0;0.0;0.0;1641.0;;;5.515625;5.406250;5.367187;Id_Correlativo;0.0;SIN BUSQUEDAS
Historial_Contratos;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;1641.0;;;6.382812;6.312500;6.273437;Id_Establecimiento;0.0;SIN BUSQUEDAS
Historial_Contratos;Id_funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;1641.0;;;4.820312;4.781250;4.750000;Id_Funcionario;0.0;SIN BUSQUEDAS
Historial_Egreso;aaaaaHistorial_Egreso_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut_Funcionario,Id_Establecimiento,Id_HistE;0.0;NO USO
Historial_Egreso;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
Historial_Egreso;Id_Historial;NONCLUSTERED;0;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_HistE;0.0;NO USO
Historial_Egreso;Rut_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut_Funcionario;0.0;NO USO
Historial_Egreso1;aaaaaHistorial_Egreso1_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Funcionario,Id_Establecimiento,Id_HistE;0.0;NO USO
HistorialUnidadE;aaaaaHistorialUnidadE_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut_Funcionario,Id_Historial;0.0;NO USO
HistorialUnidadE;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut_Funcionario;0.0;NO USO
HistorialUnidadE;Id_Historial;NONCLUSTERED;0;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Historial;0.0;NO USO
HistoricoAfp;aaHistoricoAfp_PK;NONCLUSTERED;1;1;19.0;0.0;0.0;19.0;2026-06-04 09:11:45.160;;0.187500;0.093750;0.085937;Id_Afp,Mes,Ano;19.0;Beneficio Busqueda
HistoricoAfp;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;19.0;;;0.187500;0.078125;0.070312;Ano;0.0;SIN BUSQUEDAS
HistoricoAfp;Id_Afp;NONCLUSTERED;0;0;0.0;0.0;0.0;19.0;;;0.125000;0.070312;0.062500;Id_Afp;0.0;SIN BUSQUEDAS
HistoricoAfp;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;19.0;;;0.179687;0.085937;0.085937;Mes;0.0;SIN BUSQUEDAS
HistoricoBienios;AnoProceso;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.101562;0.085937;AnoProceso;0.0;NO USO
HistoricoBienios;MesProceso;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.101562;0.085937;MesProceso;0.0;NO USO
HistoricoBienios;PK_HistoricoBienios;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.382812;0.226562;0.210937;Contador,Rut,AnoProceso,MesProceso;0.0;NO USO
HistoricoBienios;Rut;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.257812;0.148437;0.132812;Rut;0.0;NO USO
HistoricoCambioEstablecimiento;aaHistoricoCambioEstablecimiento_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.335937;0.195312;0.265625;Id_Funcionario,Mes,Ano;0.0;NO USO
HistoricoCambioEstablecimiento;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.265625;0.171875;0.242187;Ano;0.0;NO USO
HistoricoCambioEstablecimiento;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.273437;0.156250;0.195312;Id_Funcionario;0.0;NO USO
HistoricoCambioEstablecimiento;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.265625;0.187500;0.234375;Mes;0.0;NO USO
HistoricoCargasRetroactivas;aaHistoricoCargasRetroactivas_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;10.0;;;0.265625;0.171875;0.218750;Id_Establecimiento,Id_Funcionario,Mes,Ano,TipoCarga_Retro,Id_Carga_Retro;0.0;SIN BUSQUEDAS
HistoricoCargasRetroactivas;Ano;NONCLUSTERED;0;0;1.0;0.0;0.0;10.0;2026-06-04 09:11:44.870;;0.164062;0.078125;0.093750;Ano;1.0;Relevante costo de mantenimiento
HistoricoCargasRetroactivas;Id_Carga_Retro;NONCLUSTERED;0;0;0.0;0.0;0.0;10.0;;;0.234375;0.109375;0.117187;Id_Carga_Retro;0.0;SIN BUSQUEDAS
HistoricoCargasRetroactivas;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;10.0;;;0.226562;0.109375;0.125000;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoCargasRetroactivas;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;10.0;;;0.171875;0.085937;0.093750;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoCargasRetroactivas;Mes;NONCLUSTERED;0;0;1.0;0.0;0.0;10.0;2026-06-04 09:11:44.870;;0.234375;0.125000;0.132812;Mes;1.0;Relevante costo de mantenimiento
HistoricoCargasRetroactivas;TipoCarga_Retro;NONCLUSTERED;0;0;0.0;0.0;0.0;10.0;;;0.156250;0.085937;0.109375;TipoCarga_Retro;0.0;SIN BUSQUEDAS
HistoricoCheques;aaaaaHistoricoCheques_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;ID_Numero,Mes,Ano;0.0;NO USO
HistoricoCheques;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Ano;0.0;NO USO
HistoricoCheques;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento;0.0;NO USO
HistoricoCheques;ID_Numero;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;ID_Numero;0.0;NO USO
HistoricoCheques;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Mes;0.0;NO USO
HistoricoConstantes;aaHistoricoConstantes_PK;NONCLUSTERED;1;1;46.0;0.0;0.0;46.0;2026-06-04 09:13:42.247;;0.234375;0.132812;0.140625;Ano,Mes,Id_Constante;46.0;Beneficio Busqueda
