TABLA;INDICE;TYPE_DESC;IS_PRIMARY_KEY;IS_UNIQUE;USER_SEEKS;USER_SCANS;USER_LOOKUPS;USER_UPDATES;LAST_USER_SEEK;LAST_USER_SCAN;TAMANO-TOTAL;USED-PAGES;DATA-PAGES;ATRIBUTOS;BUSQUEDAS;EVALUACION_INDICE
HistoricoConstantes;Rut;NONCLUSTERED;0;0;0.0;0.0;0.0;46.0;;;0.296875;0.156250;0.164062;Ano;0.0;SIN BUSQUEDAS
HistoricoCuentaBanco;aaaaaHistoricoCuentaBanco_PK;NONCLUSTERED;1;1;4427.0;0.0;0.0;4427.0;2026-06-04 09:09:22.047;;23.695312;23.632812;23.546875;Id_Establecimiento,Id_Funcionario,Mes,Ano;4427.0;Beneficio Busqueda
HistoricoCuentaBanco;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;4427.0;;;11.390625;11.328125;11.273437;Ano;0.0;SIN BUSQUEDAS
HistoricoCuentaBanco;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;4427.0;;;16.453125;16.437500;16.328125;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoCuentaBanco;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;4427.0;;;14.007812;13.992187;13.937500;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoCuentaBanco;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;4427.0;;;11.390625;11.367187;11.304687;Mes;0.0;SIN BUSQUEDAS
HistoricoDctosNoEfectuados;aaaaaHistoricoDctosNoEfectu_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Descuento,Mes,Ano;0.0;NO USO
HistoricoDctosNoEfectuados;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano;0.0;NO USO
HistoricoDctosNoEfectuados;Id_Descuento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Descuento;0.0;NO USO
HistoricoDctosNoEfectuados;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
HistoricoDctosNoEfectuados;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
HistoricoDctosNoEfectuados;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes;0.0;NO USO
HistoricoDetalleDesDificil;aaaaaHistoricoDetalleDesDificil_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_EstablecimientoAsig,Tipo_Horas,Id_EstablecimientoCcos,Mes,Ano;0.0;NO USO
HistoricoFicha_EducacionHrs;aaaaaHistoricoFicha_Educaci_PK;NONCLUSTERED;1;1;9248.0;0.0;0.0;9247.0;2026-06-04 09:11:45.383;;48.070312;47.992187;47.828125;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano;9248.0;Beneficio Busqueda
HistoricoFicha_EducacionHrs;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;9247.0;;;21.757812;21.750000;21.679687;Ano;0.0;SIN BUSQUEDAS
HistoricoFicha_EducacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;9247.0;;;30.445312;30.398437;30.218750;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoFicha_EducacionHrs;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;9247.0;;;26.570312;26.500000;26.421875;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoFicha_EducacionHrs;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;9247.0;;;22.632812;22.585937;22.507812;Mes;0.0;SIN BUSQUEDAS
HistoricoFicha_EducacionHrs;Tipo_Horas;NONCLUSTERED;0;0;0.0;0.0;0.0;9247.0;;;26.570312;26.500000;26.421875;Tipo_Horas;0.0;SIN BUSQUEDAS
HistoricoFichaAfiliadoVoluntario;aaHistoFichaAfiliadoVoluntario_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Mes,Ano,Rut_Afiliado;0.0;NO USO
HistoricoFichaAfiliadoVoluntario;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano;0.0;NO USO
HistoricoFichaAfiliadoVoluntario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
HistoricoFichaAfiliadoVoluntario;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
HistoricoFichaAfiliadoVoluntario;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes;0.0;NO USO
HistoricoFichaAfiliadoVoluntario;Rut_Afiliado;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut_Afiliado;0.0;NO USO
HistoricoFichaDetalle_AEduca;aaHistoricoFichaDetalle_AEduca_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano;0.0;NO USO
HistoricoFichaDetalle_AEduca;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano;0.0;NO USO
HistoricoFichaDetalle_AEduca;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
HistoricoFichaDetalle_AEduca;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
HistoricoFichaDetalle_AEduca;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes;0.0;NO USO
HistoricoFichaDetalle_AEduca;Tipo_Horas;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Tipo_Horas;0.0;NO USO
HistoricoFichaEducacion;aaaaaHistoricoFichaEducacio_PK;NONCLUSTERED;1;1;6859.0;0.0;0.0;6858.0;2026-06-04 09:11:45.383;;32.757812;32.734375;32.625000;Id_Establecimiento,Id_Funcionario,Mes,Ano;6859.0;Beneficio Busqueda
HistoricoFichaEducacion;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;15.882812;15.812500;15.757812;Ano;0.0;SIN BUSQUEDAS
HistoricoFichaEducacion;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;22.445312;22.398437;22.265625;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoFichaEducacion;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;19.382812;19.375000;19.312500;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoFichaEducacion;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;16.007812;15.953125;15.890625;Mes;0.0;SIN BUSQUEDAS
HistoricoFichaFuncionario;aaaaaHistoricoFichaFunciona_PK;NONCLUSTERED;1;1;6858.0;0.0;0.0;6858.0;2026-06-04 09:09:22.060;;32.757812;32.734375;32.625000;Id_Establecimiento,Id_Funcionario,Mes,Ano;6858.0;Beneficio Busqueda
HistoricoFichaFuncionario;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;15.890625;15.867187;15.804687;Ano;0.0;SIN BUSQUEDAS
HistoricoFichaFuncionario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;22.640625;22.609375;22.468750;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoFichaFuncionario;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;19.382812;19.375000;19.312500;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoFichaFuncionario;Indice_Licencias;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;35.515625;35.468750;35.257812;Id_Isapre,Mes,Ano,Activo,Rut;0.0;SIN BUSQUEDAS
HistoricoFichaFuncionario;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;6858.0;;;16.390625;16.375000;16.304687;Mes;0.0;SIN BUSQUEDAS
HistoricoFichaLeyesPrevisional;aaHistoricoFichaLeyesPrev_PK;NONCLUSTERED;1;1;4258.0;0.0;0.0;4258.0;2026-06-04 09:10:59.767;;17.882812;17.828125;17.757812;Id_Establecimiento,Id_Funcionario,Mes,Ano;4258.0;Beneficio Busqueda
HistoricoFichaLeyesPrevisional;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;4258.0;;;8.640625;8.601562;8.554687;Ano;0.0;SIN BUSQUEDAS
HistoricoFichaLeyesPrevisional;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;4258.0;;;12.828125;12.820312;12.726562;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoFichaLeyesPrevisional;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;4258.0;;;10.632812;10.562500;10.515625;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoFichaLeyesPrevisional;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;4258.0;;;8.765625;8.726562;8.664062;Mes;0.0;SIN BUSQUEDAS
HistoricoGrupoFamiliar;aaHistoricoGrupoFamiliar_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano,Mes,Id_Establecimiento,Id_Funcionario,Id_Carga_Carga;0.0;NO USO
HistoricoGrupoFamiliar;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano;0.0;NO USO
HistoricoGrupoFamiliar;Id_Carga_Carga;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Carga_Carga;0.0;NO USO
HistoricoGrupoFamiliar;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
HistoricoGrupoFamiliar;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
HistoricoGrupoFamiliar;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes;0.0;NO USO
HistoricoImpuesto;PK_HistoricoImpuesto;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.023437;0.023437;0.007812;Id_FechaDesde,Id_FechaHasta,Id_Tramo;0.0;NO USO
HistoricoIsapres;aaHistoricoIsapres_PK;NONCLUSTERED;1;1;14.0;0.0;0.0;14.0;2026-06-04 09:11:45.323;;0.171875;0.062500;0.062500;Id_Isapre,Mes,Ano;14.0;Beneficio Busqueda
HistoricoIsapres;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;14.0;;;0.125000;0.070312;0.046875;Ano;0.0;SIN BUSQUEDAS
HistoricoIsapres;Id_Isapre;NONCLUSTERED;0;0;0.0;0.0;0.0;14.0;;;0.179687;0.070312;0.046875;Id_Isapre;0.0;SIN BUSQUEDAS
HistoricoIsapres;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;14.0;;;0.132812;0.085937;0.062500;Mes;0.0;SIN BUSQUEDAS
HistoricoLiquidacion;aaaaaHistoricoLiquidacion_PK;NONCLUSTERED;1;1;1541.0;0.0;0.0;1541.0;2026-06-04 09:11:07.963;;12.632812;12.562500;12.507812;Id_Establecimiento,Id_Funcionario,Mes,Ano;1541.0;Beneficio Busqueda
HistoricoLiquidacion;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;1541.0;;;6.132812;6.039062;6.007812;Ano;0.0;SIN BUSQUEDAS
HistoricoLiquidacion;Id_Estable;NONCLUSTERED;0;0;0.0;0.0;0.0;1541.0;;;8.570312;8.531250;8.476562;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoLiquidacion;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;1541.0;;;7.507812;7.468750;7.429687;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoLiquidacion;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;1541.0;;;7.570312;7.531250;7.484375;Mes;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs;aaaaaHistoricoLiquidacionHr_PK;NONCLUSTERED;1;1;2047.0;1.0;0.0;2047.0;2026-06-04 09:11:17.923;2026-06-04 09:11:45.383;17.507812;17.484375;17.414062;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano;2047.0;Beneficio Busqueda
HistoricoLiquidacionHrs;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;2047.0;;;9.820312;9.742187;9.703125;Ano;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;2047.0;;;11.007812;10.960937;10.890625;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;2047.0;;;9.757812;9.679687;9.640625;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs;Id_TipoContrato;NONCLUSTERED;0;0;0.0;0.0;0.0;2047.0;;;8.882812;8.851562;8.796875;Id_TipoContrato;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;2047.0;;;7.945312;7.914062;7.867187;Mes;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs;Tipo_Horas;NONCLUSTERED;0;0;0.0;0.0;0.0;2047.0;;;9.757812;9.679687;9.640625;Tipo_Horas;0.0;SIN BUSQUEDAS
HistoricoLiquidacionHrs_AEduca;aaHistoricoLiquidacionHrs_AEduca_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano;0.0;NO USO
HistoricoMovDctos;aaHistoricoMovDctos_PK;NONCLUSTERED;1;1;8.0;0.0;0.0;8.0;2026-06-04 09:11:44.783;;0.148437;0.093750;0.125000;Id_Establecimiento,Id_Funcionario,Mes,Ano,Tipo_Hd,Id_Hd;8.0;Beneficio Busqueda
HistoricoMovDctos;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;8.0;;;0.164062;0.054687;0.062500;Ano;0.0;SIN BUSQUEDAS
HistoricoMovDctos;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;8.0;;;0.164062;0.054687;0.070312;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoMovDctos;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;8.0;;;0.101562;0.046875;0.054687;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoMovDctos;Id_Hd;NONCLUSTERED;0;0;0.0;0.0;0.0;8.0;;;0.179687;0.085937;0.085937;Id_Hd;0.0;SIN BUSQUEDAS
HistoricoMovDctos;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;8.0;;;0.109375;0.054687;0.062500;Mes;0.0;SIN BUSQUEDAS
HistoricoMovDctos;Tipo_Hd;NONCLUSTERED;0;0;0.0;0.0;0.0;8.0;;;0.179687;0.085937;0.085937;Tipo_Hd;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;aaaaaHistoricoMovLiquidacio_PK;NONCLUSTERED;1;1;5346.0;0.0;0.0;5346.0;2026-06-04 09:11:44.660;;68.632812;68.539062;68.265625;Id_Establecimiento,Id_Funcionario,Tipo_HaberDcto,Id_HaberDcto,Mes,Ano;5346.0;Beneficio Busqueda
HistoricoMovLiquidacion;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;28.515625;28.468750;28.367187;Ano;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;33.890625;33.835937;33.617187;Id_Establecimiento;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;31.382812;31.328125;31.234375;Id_Funcionario;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;Id_Hd;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;29.078125;29.039062;28.898437;Id_HaberDcto;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;Id_TipoContrato;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;26.140625;26.125000;25.976562;Id_TipoContrato;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;28.578125;28.578125;28.468750;Mes;0.0;SIN BUSQUEDAS
HistoricoMovLiquidacion;Tipo_HabeDcto;NONCLUSTERED;0;0;0.0;0.0;0.0;5346.0;;;25.765625;25.742187;25.609375;Tipo_HaberDcto;0.0;SIN BUSQUEDAS
HistoricoMovPlanillaSuple;aaaaaHistoricoMovPlanillaSu_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Hd,Mes,Ano;0.0;NO USO
HistoricoMovPlanillaSuple;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano;0.0;NO USO
HistoricoMovPlanillaSuple;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
HistoricoMovPlanillaSuple;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
HistoricoMovPlanillaSuple;Id_Hd;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Hd;0.0;NO USO
HistoricoMovPlanillaSuple;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes;0.0;NO USO
HistoricoMutual;aaaHistoricoMutual_PK;NONCLUSTERED;1;1;1.0;0.0;0.0;1.0;2026-06-04 09:11:44.857;;0.015625;0.015625;0.007812;Mes,Ano;1.0;Beneficio Busqueda
HistoricoMutual;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.015625;0.015625;0.007812;Ano;0.0;SIN BUSQUEDAS
HistoricoMutual;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.015625;0.015625;0.007812;Mes;0.0;SIN BUSQUEDAS
HistoricoNivelEducativo;aaaaaHistoricoNivelEducativ_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Nivel,Ano;0.0;NO USO
HistoricoNivelEducativo;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Ano;0.0;NO USO
HistoricoNivelEducativo;Id_Nivel;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Nivel;0.0;NO USO
HistoricoParametrosGenerales;aaHistoricoParam_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;1.0;;2026-06-04 09:11:44.827;0.015625;0.015625;0.007812;Codigo_Area,Mes,Ano;0.0;SIN BUSQUEDAS
HistoricoPlanillaSuplementaria;aaaaaHistoricoPlanillaSuple_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Mes,Ano;0.0;NO USO
HistoricoPlanillaSuplementaria;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Ano;0.0;NO USO
HistoricoPlanillaSuplementaria;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento;0.0;NO USO
HistoricoPlanillaSuplementaria;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Funcionario;0.0;NO USO
HistoricoPlanillaSuplementaria;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Mes;0.0;NO USO
Horas_Aula_Actividad;aaaHoras_Aula_Actividad_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Numero_Horas;0.0;NO USO
Idiomas;aaaIdiomas_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Codigo_Idioma;0.0;NO USO
ImportaCargasFamiliares;FechaInicio;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;FechaInicio;0.0;NO USO
ImportaCargasFamiliares;FechaTermino;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;FechaTermino;0.0;NO USO
ImportaCargasFamiliares;Rut;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut;0.0;NO USO
ImportaCargasFamiliares;RutCarga;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;RutCarga;0.0;NO USO
ImportaCargasFamiliares_Aviso;Rut;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Rut;0.0;NO USO
ImportaCargasFamiliares_Aviso;RutCarga;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;RutCarga;0.0;NO USO
Impuesto;aaaaaImpuesto_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Tramo;0.0;NO USO
Impuesto;Id_Tramo;NONCLUSTERED;0;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Tramo;0.0;NO USO
Indices;A¤o;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Año;0.0;NO USO
Indices;aaaaaIndices_PK;NONCLUSTERED;1;1;2.0;0.0;0.0;0.0;2026-06-04 10:53:38.627;;0.015625;0.015625;0.007812;Año,Mes;2.0;Beneficio Busqueda
Indices;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Mes;0.0;NO USO
InstitucionesAVP;aaInstitucionesAVP_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Institucion,Tipo_Institucion;0.0;NO USO
InstitucionesAVP;Id_institucion;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Institucion;0.0;NO USO
InstitucionesAVP;Tipo_Institucion;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Tipo_Institucion;0.0;NO USO
Isapres;aaaaaIsapres_PK;NONCLUSTERED;1;1;1.0;1.0;0.0;0.0;2026-06-04 09:07:04.667;2026-06-04 09:11:45.180;0.015625;0.015625;0.007812;Id_Isapre;1.0;Beneficio Busqueda
Isapres;Id_Isapre;NONCLUSTERED;0;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Isapre;0.0;NO USO
LicenciaMedica;aaaLicenciaMedica_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;3.320312;3.265625;3.226562;RUT,Id_Licencia,CodigoOperadorLME;0.0;NO USO
LicenciaMedica_Historial;aaaLicenciaMedica_Historial_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;2.945312;2.875000;2.843750;Rut,Id_Licencia,EstadoLicencia;0.0;NO USO
LicenciaMedica1;PK_LicenciaMedica1;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Id_Licencia;0.0;NO USO
LicenciaMedicaSanna;aaaLicenciaMedicaSanna_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.070312;0.015625;0.007812;RUT,Id_Licencia,CodigoOperadorLME;0.0;NO USO
LicenciaMedicaSanna_Historial;aaaLicenciaMedicaSanna_Historial_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Rut,Id_Licencia,EstadoLicencia;0.0;NO USO
Liquidacion;aaaaaLiquidacion_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;2.0;;;0.070312;0.015625;0.007812;Id_Establecimiento,Id_Funcionario;0.0;SIN BUSQUEDAS
Liquidacion;Id_Estable;NONCLUSTERED;0;0;1.0;0.0;0.0;2.0;2026-06-04 10:00:09.270;;0.070312;0.015625;0.007812;Id_Establecimiento;1.0;Costo de mantenimiento
Liquidacion;Id_Funcionario;NONCLUSTERED;0;0;0.0;1.0;0.0;2.0;;2026-06-04 10:00:09.237;0.070312;0.015625;0.007812;Id_Funcionario;0.0;SIN BUSQUEDAS
LiquidacionHrs;aaaaaLiquidacionHrs_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;SIN BUSQUEDAS
LiquidacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Establecimiento;0.0;SIN BUSQUEDAS
LiquidacionHrs;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Funcionario;0.0;SIN BUSQUEDAS
LiquidacionHrs;Id_TipoContrato;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.125000;0.015625;0.007812;Id_TipoContrato;0.0;SIN BUSQUEDAS
LiquidacionHrs;Tipo_Horas;NONCLUSTERED;0;0;0.0;1.0;0.0;1.0;;2026-06-04 10:00:09.300;0.070312;0.015625;0.007812;Tipo_Horas;0.0;SIN BUSQUEDAS
LiquidacionHrs_AEduca;aaLiquidacionHrs_AEduca_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;NO USO
LRE_Aportes;aaaLRE_Aportes_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Aporte;0.0;NO USO
LRE_Aportes;Id_Aporte;NONCLUSTERED;0;0;6.0;0.0;0.0;0.0;2026-06-04 09:07:14.373;;0.015625;0.015625;0.007812;Id_Aporte;6.0;Beneficio Busqueda
LRE_CausalesTerminoContrato;aaaLRE_CausalesTerminoContrato_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.000000;0.000000;Id_Causal;0.0;NO USO
LRE_Descuentos;aaaLRE_Descuentos_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Descuento;0.0;NO USO
